readcode,medcode,term,symptom_code
4E22.00,54177,Sputum: excessive - mucoid,Phlegm
4E23.00,24181,Sputum: mucopurulent,Phlegm
4E24.00,64096,Sputum: contains blood,Phlegm
4E25.00,52806,Sputum: frothy/watery,Phlegm
4E26.00,1001559,Sputum: fetid/offensive,Phlegm
4E27.00,42573,Clear sputum,Phlegm
4E28.00,30754,Yellow sputum,Phlegm
4E29.00,36880,Green sputum,Phlegm
4E29000,107359,Dark green sputum,Phlegm
4E29100,109879,Pale green sputum,Phlegm
4E2A.00,14273,Sputum appearance,Phlegm
4E2C.00,100931,Brown sputum,Phlegm
4E2D.00,100629,White sputum,Phlegm
4E2E.00,100484,Volume of sputum,Phlegm
4E2E000,100647,Copious sputum,Phlegm
4E2E011,101782,Profuse sputum,Phlegm
4E2E100,100524,Moderate sputum,Phlegm
4E2E200,100523,No sputum,Phlegm
4E2E300,104860,Scanty sputum,Phlegm
4E2F.00,103209,Grey sputum,Phlegm
4E2G.00,102351,Bloodstained sputum,Phlegm
4E2Z.00,61079,Sputum inspection NOS,Phlegm
4E3..00,14272,Sputum microscopy,Phlegm
4E31.00,40201,Sputum microscopy: NAD,Phlegm
4E32.00,63510,Sputum: eosinophilia,Phlegm
4E32.11,31083,Eosinophils: sputum,Phlegm
4E35.00,55936,Sputum: blood cells present,Phlegm
4E36.00,49144,Sputum: pus cells present,Phlegm
4E3A.00,107664,Acid-fast bacillus sputum smear negative,Phlegm
4E3Z.00,23252,Sputum microscopy NOS,Phlegm
4E3Z.11,43270,Sputum evidence of infection,Phlegm
4E3Z.12,14804,Sputum appears infected,Phlegm
4E4..00,14271,Sputum culture,Phlegm
4EZ..00,43272,Sputum examination NOS,Phlegm
4JF5.00,3727,Sputum sent for C/S,Phlegm
4KC..00,14518,Sputum cytology,Phlegm
7459400,86765,Clearance of secretions of respiratory tract,Phlegm
R063.00,2244,[D]Haemoptysis,Phlegm
R063000,8239,[D]Cough with haemorrhage,Phlegm
R063z00,33742,[D]Haemoptysis NOS,Phlegm
R064.00,1251,[D]Abnormal sputum,Phlegm
R064000,20086,[D]Sputum abnormal - amount,Phlegm
R064100,15430,[D]Sputum abnormal - colour,Phlegm
R064200,44214,[D]Sputum abnormal - odour,Phlegm
R064300,36515,[D]Abnormal sputum - tenacious,Phlegm
R064z00,23582,[D]Abnormal sputum NOS,Phlegm
R153100,8760,[D]Positive culture findings in sputum,Phlegm
F481700,1300,Photophobia,Photophobia
164..11,16682,Thirst symptom,Polydipsia
1644.00,4947,Excessive thirst,Polydipsia
1644.11,2822,Polydipsia,Polydipsia
1645.11,6803,Polydipsia,Polydipsia
16P..00,102365,Thirst,Polydipsia
E275700,26395,Psychogenic polydipsia,Polydipsia
E275711,45362,Compulsive water drinking,Polydipsia
R035.00,29397,[D]Polydipsia,Polydipsia
R035000,7367,[D]Excessive thirst,Polydipsia
R035z00,55961,[D]Polydipsia NOS,Polydipsia
1A1..00,6724,Micturition frequency,Polyuria
1A1..11,4160,Frequency of micturition,Polyuria
1A1..12,53830,Polyuria,Polyuria
1A1..13,729,Urinary frequency,Polyuria
1A12.00,22278,Frequency of micturition,Polyuria
1A13.00,840,Nocturia,Polyuria
1A1Z.00,28490,Micturition frequency NOS,Polyuria
1AC2.00,4103,Polyuria,Polyuria
R084.00,23662,[D]Micturition frequency and polyuria,Polyuria
R084000,503,"[D]Frequency of micturition, unspecified",Polyuria
R084100,16399,[D]Polyuria,Polyuria
R084200,5579,[D]Nocturia,Polyuria
R084z00,63898,[D]Frequency of micturition or polyuria NOS,Polyuria
1S1..00,26251,Flashbacks,Post_traumatic_stress_disorder
1S10.00,91242,Short duration flashbacks,Post_traumatic_stress_disorder
1S11.00,109918,Long duration flashbacks,Post_traumatic_stress_disorder
1S12.00,74001,Episodic flashbacks,Post_traumatic_stress_disorder
1S13.00,1000461,Duplicative flashbacks,Post_traumatic_stress_disorder
E283100,24847,Acute posttrauma stress state,Post_traumatic_stress_disorder
E29y100,32387,Other post-traumatic stress disorder,Post_traumatic_stress_disorder
Eu43100,4171,[X]Post - traumatic stress disorder,Post_traumatic_stress_disorder
Eu43111,32182,[X]Traumatic neurosis,Post_traumatic_stress_disorder
Z7CG400,11267,Flashbacks,Post_traumatic_stress_disorder
1DA2.00,68902,Symptom occurs pre-menstrually,Premenstrual_syndrome
Eu3y200,100211,[X]Premenstrual dysphoric disorder,Premenstrual_syndrome
K584.00,603,Premenstrual tension syndrome,Premenstrual_syndrome
1B5..11,5800,Dizziness symptom,Presyncope_dizziness
1B5..12,5816,Giddiness symptom,Presyncope_dizziness
1B53.00,6262,Dizziness present,Presyncope_dizziness
1B54.00,23332,Giddiness present,Presyncope_dizziness
1B55.00,18564,Dizziness on standing up,Presyncope_dizziness
1B57.00,109360,Dizziness on lying still,Presyncope_dizziness
1B68.00,163,Felt faint,Presyncope_dizziness
38VD.00,1000816,Dizziness Handicap Inventory,Presyncope_dizziness
F566.00,1006106,Persistent postural perceptual dizziness,Presyncope_dizziness
R004.00,15909,[D]Dizziness and giddiness,Presyncope_dizziness
R004000,132,[D]Dizziness,Presyncope_dizziness
R004100,392,[D]Giddiness,Presyncope_dizziness
R004200,4291,[D]Light-headedness,Presyncope_dizziness
R004z00,15493,[D]Dizziness and giddiness NOS,Presyncope_dizziness
1456.00,15417,H/O: purpura,Purpura_rash
15J..00,107493,Vulval rash,Purpura_rash
1D14.00,4703,C/O: a rash,Purpura_rash
2227.00,6337,O/E - rash present,Purpura_rash
2227.11,1243,O/E - allergic rash,Purpura_rash
2227.12,4277,O/E - itchy rash,Purpura_rash
2534.11,35436,O/E - purpura in mouth,Purpura_rash
2535.00,52372,O/E - mouth - purpuric spots,Purpura_rash
2536.00,17197,O/E - mouth rash,Purpura_rash
2C6..00,57543,O/E - Hess test for purpura,Purpura_rash
2C6Z.00,99272,O/E - Hess test NOS,Purpura_rash
2F23.00,7280,O/E - petechiae present,Purpura_rash
2FM0.00,12190,O/E - skin red,Purpura_rash
2FS..00,6656,Petechiae,Purpura_rash
2FU..00,9104,O/E - erythematous rash,Purpura_rash
2FW0.00,10014,O/E - scalp rash,Purpura_rash
2I14.00,4083,O/E - a rash,Purpura_rash
2I1B.00,25702,Blanching rash,Purpura_rash
2I1C.00,18607,Non-blanching rash,Purpura_rash
A4y1.00,51002,Enteroviral exanthematous fever,Purpura_rash
A5...00,5894,Viral diseases with exanthem,Purpura_rash
A57..00,15153,Other viral exanthemata,Purpura_rash
A57y.00,43630,Other specified viral exanthemata,Purpura_rash
A57yz00,55393,Other specified viral exanthemata NOS,Purpura_rash
A57z.00,16088,Other viral exanthemata NOS,Purpura_rash
A57z.11,5041,Non specific viral rash,Purpura_rash
A5y..00,53023,Other specified viral diseases with exanthemata,Purpura_rash
A5z..00,20967,Viral diseases with exanthemata NOS,Purpura_rash
AA41.00,12676,Erythema chronicum migrans,Purpura_rash
AA41.11,110767,Erythema migrans,Purpura_rash
D3...00,9143,Clotting and bleeding disorders,Purpura_rash
D30..00,25786,Coagulation defects,Purpura_rash
D30..11,5981,Bleeding disorders,Purpura_rash
D303.00,46026,Congenital deficiency of other clotting factors,Purpura_rash
D303y00,54725,Congenital deficiency of other clotting factor OS,Purpura_rash
D303z00,57275,Congenital deficiency of other clotting factor NOS,Purpura_rash
D30z.00,4414,Coagulation defect NOS,Purpura_rash
D31..00,9503,Purpura and other haemorrhagic conditions,Purpura_rash
D310.00,16556,Allergic purpura,Purpura_rash
D310000,1459,Henoch-Schonlein purpura,Purpura_rash
D310011,10637,Anaphylactoid purpura,Purpura_rash
D310012,41784,Acute vascular purpura,Purpura_rash
D310z00,35086,Allergic purpura NOS,Purpura_rash
D312.00,52667,Other nonthrombocytopenic purpura,Purpura_rash
D312.11,47794,Purpura simplex,Purpura_rash
D312.12,50180,Gardner-Diamond syndrome,Purpura_rash
D312000,8532,Senile purpura,Purpura_rash
D312100,8495,Purpura,Purpura_rash
D312z00,15001,Nonthrombocytopenic purpura NOS,Purpura_rash
D313.12,5144,Idiopathic thrombocytopenic purpura,Purpura_rash
D313.13,71257,Idiopathic purpura,Purpura_rash
D313000,12234,Idiopathic thrombocytopenic purpura,Purpura_rash
D313011,21604,Idiopathic purpura,Purpura_rash
D313012,5181,ITP - idiopathic thrombocytopenic purpura,Purpura_rash
D31X.00,21739,"Haemorrhagic condition, unspecified",Purpura_rash
D31y.00,47203,Other specified haemorrhagic conditions,Purpura_rash
D31yz00,47195,Other specified haemorrhagic condition NOS,Purpura_rash
D31z.00,16445,Haemorrhagic condition NOS,Purpura_rash
D3y..00,42421,Other specified disorders of clotting or bleeding,Purpura_rash
D3z..00,11061,Clotting or bleeding disorder NOS,Purpura_rash
Dyu3.00,1005868,"[X]Coagul defects, purpura & other haemorrhagic conditions",Purpura_rash
Dyu3000,71106,[X]Other specified coagulation defects,Purpura_rash
Dyu3100,97714,[X]Other nonthrombocytopenic purpura,Purpura_rash
Dyu3300,58691,[X]Other specified haemorrhagic conditions,Purpura_rash
Dyu3400,99362,"[X]Haemorrhagic condition, unspecified",Purpura_rash
G752000,26860,Goodpasture's syndrome,Purpura_rash
G756000,47260,Moschcowitz syndrome,Purpura_rash
G756100,21697,Thrombotic thrombocytopenic purpura,Purpura_rash
G8y0.00,1819,Haemorrhage NOS,Purpura_rash
M130000,19289,Generalized skin eruption due to drugs and medicaments,Purpura_rash
M130100,22040,Localized skin eruption due to drugs and medicaments,Purpura_rash
M15..00,1434,Erythematous conditions,Purpura_rash
M151.00,2411,Erythema multiforme,Purpura_rash
M151.11,31454,Leyell's syndrome,Purpura_rash
M151100,58930,Erythema iris,Purpura_rash
M151700,2392,Stevens-Johnson syndrome,Purpura_rash
M151900,64124,Nonbullous erythema multiforme,Purpura_rash
M151y00,70591,Other specified erythema multiforme,Purpura_rash
M151z00,48613,Erythema multiforme NOS,Purpura_rash
M15y.00,43147,Other specified erythematous conditions,Purpura_rash
M15yz00,14932,Other erythematous conditions NOS,Purpura_rash
M15z.00,14864,Erythematous conditions NOS,Purpura_rash
M182.00,1075,Prurigo,Purpura_rash
M182z00,20024,Prurigo NOS,Purpura_rash
M2y0100,37737,Purpura annularis telangiectodes,Purpura_rash
M2y4200,18610,Vesicular eruption,Purpura_rash
M2y4211,6293,Vesicular rash,Purpura_rash
M2y4700,35318,Black heel,Purpura_rash
Myu2A00,69754,[X]Other prurigo,Purpura_rash
Myu4100,62642,[X]Other erythema multiforme,Purpura_rash
Myu4300,49258,[X]Other specified erythematous conditions,Purpura_rash
PH3y213,25927,Bullous eruption of hand,Purpura_rash
R021.00,472,[D]Rash and other nonspecific skin eruption,Purpura_rash
R021000,11209,[D]Exanthem,Purpura_rash
R021100,19451,[D]Rash on genitals,Purpura_rash
R021z00,149,[D]Rash and other nonspecific skin eruption NOS,Purpura_rash
R021z11,907,[D]Spots,Purpura_rash
R027000,4166,[D]Petechiae,Purpura_rash
Ryu2.00,95692,[X]Symptoms & signs involving the skin & subcutaneous tiss,Purpura_rash
Ryu7300,94146,"[X]Haemorrhage, not elsewhere classified",Purpura_rash
SH31x00,67871,Superficial burn of multiple sites of the arm,Purpura_rash
SH51x00,72692,Superficial burn of multiple sites of the leg,Purpura_rash
SH61.00,25698,Superficial burn of multiple specified sites,Purpura_rash
1486.00,8299,H/O: iritis,Red_watery_eye
1B85.00,16453,Has a red eye,Red_watery_eye
1B85.11,6057,Red eye symptom,Red_watery_eye
1B87.00,5756,Has watering eyes,Red_watery_eye
1B87.11,17951,C/O - excess tears,Red_watery_eye
1B87.12,8806,C/O - watering eyes,Red_watery_eye
1B87.13,1460,Watery eyes,Red_watery_eye
1B87.14,29660,Tearing eyes,Red_watery_eye
F400200,48128,Panophthalmitis,Red_watery_eye
F401100,21685,Panuveitis,Red_watery_eye
F432200,10999,Posterior uveitis NOS,Red_watery_eye
F44..12,2703,Iridocyclitis,Red_watery_eye
F440.00,10579,Acute and subacute iridocyclitis,Red_watery_eye
F440.11,478,Iritis - acute,Red_watery_eye
F440000,43159,Unspecified acute iridocyclitis,Red_watery_eye
F440100,63210,Unspecified subacute iridocyclitis,Red_watery_eye
F440200,69723,Primary iridocyclitis,Red_watery_eye
F440300,21163,Recurrent iridocyclitis,Red_watery_eye
F440z00,6849,Acute or subacute iritis NOS,Red_watery_eye
F441.00,37140,Chronic iridocyclitis,Red_watery_eye
F441.11,17480,Chronic iritis,Red_watery_eye
F441000,38716,Unspecified chronic iridocyclitis,Red_watery_eye
F441200,5556,Chronic anterior uveitis,Red_watery_eye
F441z00,64804,Chronic iridocyclitis NOS,Red_watery_eye
F442.00,72481,Certain types of iridocyclitis,Red_watery_eye
F442z00,91596,Certain types of cyclitis NOS,Red_watery_eye
F443.00,14731,Unspecified iridocyclitis,Red_watery_eye
F443.11,477,Uveitis NOS,Red_watery_eye
F443000,2245,Anterior uveitis,Red_watery_eye
F443100,98094,Iritis,Red_watery_eye
F4A..00,515,Keratitis,Red_watery_eye
F4A..11,12131,Keratoconjunctivitis,Red_watery_eye
F4A0.00,851,Corneal ulcer,Red_watery_eye
F4A0000,43165,Unspecified corneal ulcer,Red_watery_eye
F4A0z00,15341,Corneal ulcer NOS,Red_watery_eye
F4A2.00,27545,Other superficial keratitis without conjunctivitis,Red_watery_eye
F4A2000,56042,Unspecified superficial keratitis,Red_watery_eye
F4A2100,5176,Punctate keratitis,Red_watery_eye
F4A2111,35815,Keratitic precipitates,Red_watery_eye
F4A2112,6749,Thygeson's superficial punctate keratitis,Red_watery_eye
F4A2400,45610,Macular keratitis NOS,Red_watery_eye
F4A2z00,20305,Other superficial keratitis without conjunctivitis NOS,Red_watery_eye
F4A3.00,24948,Specific keratoconjunctivitis,Red_watery_eye
F4A3000,16413,Phlyctenular keratoconjunctivitis,Red_watery_eye
F4A3z00,44620,Specific keratoconjunctivitis NOS,Red_watery_eye
F4A4.00,44027,Other keratoconjunctivitis,Red_watery_eye
F4A4000,3581,Unspecified keratoconjunctivitis,Red_watery_eye
F4A4100,94899,Keratitis or keratoconjunctivitis in other exanthemata,Red_watery_eye
F4A4z00,15686,Other keratoconjunctivitis NOS,Red_watery_eye
F4A5000,7287,Unspecified interstitial keratitis,Red_watery_eye
F4A5200,20491,Sclerosing keratitis,Red_watery_eye
F4Ay.00,35193,Other forms of keratitis,Red_watery_eye
F4Az.00,27797,Keratitis NOS,Red_watery_eye
F4B..00,35596,Corneal opacity and other disorders of cornea,Red_watery_eye
F4B..11,5628,Corneal disorders,Red_watery_eye
F4B1z00,35830,Corneal pigmentation or deposit NOS,Red_watery_eye
F4B3.00,23687,Corneal membrane changes,Red_watery_eye
F4B3000,63471,Unspecified corneal membrane changes,Red_watery_eye
F4B3z00,57428,Corneal membrane changes NOS,Red_watery_eye
F4B7.00,50722,Other corneal deformities,Red_watery_eye
F4B7000,63231,Unspecified corneal deformity,Red_watery_eye
F4B7z00,60577,Other corneal deformities NOS,Red_watery_eye
F4By.00,37202,Other corneal disorders,Red_watery_eye
F4Byz00,11304,Other corneal disorders NOS,Red_watery_eye
F4Bz.00,7641,Corneal disorder NOS,Red_watery_eye
F4C0.00,1864,Acute conjunctivitis,Red_watery_eye
F4C0.12,174,Conjunctivitis,Red_watery_eye
F4C0000,15083,Unspecified acute conjunctivitis,Red_watery_eye
F4C0011,10679,Conjunctivitis,Red_watery_eye
F4C0200,6198,Acute follicular conjunctivitis,Red_watery_eye
F4C0300,12595,Acute mucopurulent conjunctivitis,Red_watery_eye
F4C0400,20060,Catarrhal conjunctivitis,Red_watery_eye
F4C0z00,15645,Acute conjunctivitis NOS,Red_watery_eye
F4C1.00,2398,Chronic conjunctivitis,Red_watery_eye
F4C1000,15102,Unspecified chronic conjunctivitis,Red_watery_eye
F4C1100,29714,Simple chronic conjunctivitis,Red_watery_eye
F4C1200,3498,Chronic follicular conjunctivitis,Red_watery_eye
F4C1z00,19941,Chronic conjunctivitis NOS,Red_watery_eye
F4C2.00,2168,Blepharoconjunctivitis,Red_watery_eye
F4C2000,38351,Unspecified blepharoconjunctivitis,Red_watery_eye
F4C2z00,28303,Blepharoconjunctivitis NOS,Red_watery_eye
F4C3.00,17725,Other and unspecified conjunctivitis,Red_watery_eye
F4C3000,29375,Unspecified conjunctivitis,Red_watery_eye
F4C3100,30398,Rosacea conjunctivitis,Red_watery_eye
F4C3z00,10202,Other conjunctivitis NOS,Red_watery_eye
F4C7000,15342,Hyperaemia of conjunctiva,Red_watery_eye
F4K0.00,15996,Scleritis and episcleritis,Red_watery_eye
F4K0.11,136,Episcleritis,Red_watery_eye
F4K0.12,5318,Scleritis,Red_watery_eye
F4K0000,35599,Unspecified scleritis,Red_watery_eye
F4K0100,47820,Episcleritis periodica fugax,Red_watery_eye
F4K0200,6783,Nodular episcleritis,Red_watery_eye
F4K0300,40365,Anterior scleritis,Red_watery_eye
F4K0400,40647,Scleromalacia perforans,Red_watery_eye
F4K0500,37665,Sclerokeratitis,Red_watery_eye
F4K0600,51523,Brawny scleritis,Red_watery_eye
F4K0700,28123,Posterior scleritis,Red_watery_eye
F4K0z00,44859,Scleritis or episcleritis NOS,Red_watery_eye
F4Kz400,571,Redness of eye NOS,Red_watery_eye
F4Kz411,1080,Red eye NOS,Red_watery_eye
FyuC000,52111,[X]Other acute conjunctivitis,Red_watery_eye
FyuC100,53752,[X]Other conjunctivitis,Red_watery_eye
FyuD100,72913,[X]Other superficial keratitis without conjunctivitis,Red_watery_eye
FyuD200,72393,[X]Other keratitis,Red_watery_eye
FyuD600,73260,[X]Other corneal deformities,Red_watery_eye
FyuD700,72926,[X]Other specified disorders of cornea,Red_watery_eye
FyuDA00,101578,[X]Keratitis+keratoconjunctivitis in other diseases CE,Red_watery_eye
FyuDC00,110971,[X]Other iridocyclitis,Red_watery_eye
FyuDH00,1006156,[X]Iridocyclitis in other diseases classified elsewhere,Red_watery_eye
1B27.00,11505,Seizures in response to acute event,Seizures
1B64.11,7808,Convulsion - symptom,Seizures
667Q.00,26618,1 to 12 seizures a year,Seizures
667R.00,13221,2 to 4 seizures a month,Seizures
667S.00,19549,1 to 7 seizures a week,Seizures
667T.00,18899,Daily seizures,Seizures
667V.00,39160,Many seizures a day,Seizures
667Y.00,110497,Observations of measures of seizures,Seizures
E201500,16484,Hysterical seizures,Seizures
E201511,33702,Fit - hysterical,Seizures
Eu44500,56966,[X]Dissociative convulsions,Seizures
Eu44511,11354,[X]Pseudoseizures,Seizures
F132z12,8487,Myoclonic seizure,Seizures
F251600,5668,Grand mal seizure,Seizures
R003.00,1137,[D]Convulsions,Seizures
R003100,27647,"[D]Convulsions, infantile",Seizures
R003200,11025,[D]Fit,Seizures
R003211,6721,[D]Fit (in non epileptic) NOS,Seizures
R003y00,25865,[D]Other specified convulsion,Seizures
R003z00,15077,[D]Convulsion NOS,Seizures
R003z11,1306,[D]Seizure NOS,Seizures
Ryu7100,72608,[X]Other and unspecified convulsions,Seizures
1ABB.00,94821,Cannot get an erection,Sexual_dysfunction
1ABC.00,94343,Cannot sustain an erection,Sexual_dysfunction
1D1B.00,102274,C/O erectile dysfunction,Sexual_dysfunction
67IA.00,10648,Advice about impotence,Sexual_dysfunction
7A6G000,37391,Revascularisation for impotence,Sexual_dysfunction
7A6G500,41382,Ligation of penile veins for impotence,Sexual_dysfunction
7C25B00,20833,Penile injection to produce erection,Sexual_dysfunction
7C25E00,12867,Treatment of erectile dysfunction NEC,Sexual_dysfunction
7C25F00,81439,Operations on penis for erectile dysfunction NEC,Sexual_dysfunction
8BB4.00,103966,Erect dysf unresponsiv to phosphodiesterase-5 inhibitor,Sexual_dysfunction
8HTj.00,12790,Referral to erectile dysfunction clinic,Sexual_dysfunction
8IE8.00,102859,Referral to erectile dysfunction clinic declined,Sexual_dysfunction
E227.00,15649,Psychosexual dysfunction,Sexual_dysfunction
E227.11,6362,Lack of libido,Sexual_dysfunction
E227000,23534,Unspecified psychosexual dysfunction,Sexual_dysfunction
E227100,2259,Inhibited sexual desire,Sexual_dysfunction
E227200,809,Frigidity,Sexual_dysfunction
E227300,710,Impotence,Sexual_dysfunction
E227311,3838,Erectile dysfunction,Sexual_dysfunction
E227400,19082,Inhibited female orgasm,Sexual_dysfunction
E227500,27816,Inhibited male orgasm,Sexual_dysfunction
E227600,4485,Premature ejaculation,Sexual_dysfunction
E227z00,20133,Psychosexual dysfunction NOS,Sexual_dysfunction
E227z11,24448,Fear of ejaculation,Sexual_dysfunction
Eu52000,28283,[X]Lack or loss of sexual desire,Sexual_dysfunction
Eu52011,48175,[X]Frigidity,Sexual_dysfunction
Eu52012,56603,[X]Hypoactive sexual desire disorder,Sexual_dysfunction
Eu52013,21122,[X] Lack of libido,Sexual_dysfunction
Eu52212,12066,[X]Male erectile disorder,Sexual_dysfunction
Eu52213,17639,[X]Psychogenic impotence,Sexual_dysfunction
Eu52300,18332,[X]Orgasmic dysfunction,Sexual_dysfunction
Eu52311,34336,[X]Inhibited orgasm,Sexual_dysfunction
Eu52312,10550,[X]Psychogenic anorgasmy,Sexual_dysfunction
Eu52400,22599,[X]Premature ejaculation,Sexual_dysfunction
K273.00,20025,Priapism,Sexual_dysfunction
K27y100,17894,Impotence of organic origin,Sexual_dysfunction
Z9E9.00,92310,Provision of device for impotence,Sexual_dysfunction
ZG43300,12065,Advice on technique for premature ejaculation,Sexual_dysfunction
ZG43600,40725,Advice on technique for impotence,Sexual_dysfunction
173..00,1429,Breathlessness,Shortness_of_breath
173..11,5175,Breathlessness symptom,Shortness_of_breath
173..12,5896,Dyspnoea - symptom,Shortness_of_breath
173..13,5349,Shortness of breath symptom,Shortness_of_breath
1732.00,6326,Breathless - moderate exertion,Shortness_of_breath
1733.00,7932,Breathless - mild exertion,Shortness_of_breath
1734.00,31143,Breathless - at rest,Shortness_of_breath
1738.00,2931,Difficulty breathing,Shortness_of_breath
1739.00,4822,Shortness of breath,Shortness_of_breath
173B.00,4836,Nocturnal cough / wheeze,Shortness_of_breath
173C.00,2575,Short of breath on exertion,Shortness_of_breath
173C.11,53771,Dyspnoea on exertion,Shortness_of_breath
173C.12,12474,SOBOE,Shortness_of_breath
173D.00,18116,Nocturnal dyspnoea,Shortness_of_breath
173F.00,22094,Short of breath dressing/undressing,Shortness_of_breath
173G.00,24889,Breathless - strenuous exertion,Shortness_of_breath
173H.00,19432,MRC Breathlessness Scale: grade 1,Shortness_of_breath
173I.00,19427,MRC Breathlessness Scale: grade 2,Shortness_of_breath
173J.00,19426,MRC Breathlessness Scale: grade 3,Shortness_of_breath
173K.00,19430,MRC Breathlessness Scale: grade 4,Shortness_of_breath
173L.00,19429,MRC Breathlessness Scale: grade 5,Shortness_of_breath
173N.00,70818,"Borg Breathlessness Score: 0.5 very, very slight",Shortness_of_breath
173P.00,68707,Borg Breathlessness Score: 1 very slight,Shortness_of_breath
173Q.00,57759,Borg Breathlessness Score: 2 slight,Shortness_of_breath
173R.00,57193,Borg Breathlessness Score: 3 moderate,Shortness_of_breath
173S.00,59860,Borg Breathlessness Score: 4 somewhat severe,Shortness_of_breath
173T.00,64049,Borg Breathlessness Score: 5 severe,Shortness_of_breath
173V.00,42287,Borg Breathlessness Score: 6 severe (+),Shortness_of_breath
173W.00,70061,Borg Breathlessness Score: 7 very severe,Shortness_of_breath
173X.00,72334,Borg Breathlessness Score: 8 very severe (+),Shortness_of_breath
173Y.00,67566,"Borg Breathlessness Score: 9 very, very sev (almost maximal)",Shortness_of_breath
173Z.00,21801,Breathlessness NOS,Shortness_of_breath
173a.00,101843,Borg Breathlessness Score: 10 maximal,Shortness_of_breath
173f.00,107410,Anxiety about breathlessness,Shortness_of_breath
173g.00,108650,Breathlessness causing difficulty eating,Shortness_of_breath
173j.00,1000376,Modified Medical Research Council dyspnoea scale grade 1,Shortness_of_breath
173k.00,1000377,Modified Medical Research Council dyspnoea scale grade 2,Shortness_of_breath
173l.00,1000378,Modified Medical Research Council dyspnoea scale grade 3,Shortness_of_breath
173m.00,1000379,Modified Medical Research Council dyspnoea scale grade 4,Shortness_of_breath
2322.00,7000,O/E - dyspnoea,Shortness_of_breath
2324.00,7534,O/E - respiratory distress,Shortness_of_breath
232A.00,17512,O/E - hyperventilating,Shortness_of_breath
2353.00,10114,O/E - tachypnoea,Shortness_of_breath
R060100,2100,[D]Hyperventilation,Shortness_of_breath
R060300,820,[D]Tachypnoea,Shortness_of_breath
R060600,2563,[D]Respiratory distress,Shortness_of_breath
R060700,9297,[D]Respiratory insufficiency,Shortness_of_breath
R060800,741,[D]Shortness of breath,Shortness_of_breath
R060A00,3092,[D]Dyspnoea,Shortness_of_breath
R060D00,735,[D]Breathlessness,Shortness_of_breath
1C9..00,5755,Sore throat symptom,Sore_throat
1C9..11,404,Throat soreness,Sore_throat
1C92.00,5553,Has a sore throat,Sore_throat
1C93.00,12489,Persistent sore throat,Sore_throat
1C9Z.00,15287,Sore throat symptom NOS,Sore_throat
1CB3.00,386,Throat pain,Sore_throat
1CB3.11,7366,Pain in throat,Sore_throat
2DC3.00,14931,Inflamed throat,Sore_throat
A34..00,54777,Streptococcal sore throat and scarlatina,Sore_throat
A340.00,1765,Streptococcal sore throat,Sore_throat
A340000,24176,Streptococcal angina,Sore_throat
A340200,4902,Streptococcal pharyngitis,Sore_throat
A340z00,16217,Streptococcal sore throat NOS,Sore_throat
A34z.00,16184,Streptococcal sore throat with scarlatina NOS,Sore_throat
H00..00,3260,Acute nasopharyngitis,Sore_throat
H02..00,893,Acute pharyngitis,Sore_throat
H02..11,6014,Sore throat NOS,Sore_throat
H02..12,6466,Viral sore throat NOS,Sore_throat
H02..13,310,Throat infection - pharyngitis,Sore_throat
H023.00,17899,Acute bacterial pharyngitis,Sore_throat
H024.00,4868,Acute viral pharyngitis,Sore_throat
H025.00,6274,Allergic pharyngitis,Sore_throat
H02z.00,407,Acute pharyngitis NOS,Sore_throat
H121.00,4324,Chronic pharyngitis,Sore_throat
H121.11,16814,Sore throat - chronic,Sore_throat
H121000,47426,Simple chronic pharyngitis,Sore_throat
H121z00,14926,Chronic pharyngitis NOS,Sore_throat
H122.00,12667,Chronic nasopharyngitis,Sore_throat
H12z.00,54657,Chronic pharyngitis and nasopharyngitis NOS,Sore_throat
R041.00,15039,[D]Throat pain,Sore_throat
R041.11,21060,[D]Throat discomfort,Sore_throat
1653.00,47246,Fever with sweating,Sweating
166..00,9251,Sweating symptom,Sweating
1662.00,4314,Excessive sweating,Sweating
1662.11,7055,Hyperhidrosis symptom,Sweating
1662.12,1740,Night sweats,Sweating
166Z.00,23747,Sweating symptom NOS,Sweating
2223.00,5850,O/E - sweating,Sweating
A782.00,19939,Sweating fever,Sweating
A782.11,70858,Miliary fever,Sweating
R008.00,1769,[D]Hyperhidrosis,Sweating
R008000,27347,[D]Diaphoresis,Sweating
R008100,5109,[D]Excessive sweating,Sweating
R008300,6967,[D]Generalized hyperhidrosis,Sweating
R008400,96946,[D]Night sweats,Sweating
R008z00,15070,[D]Hyperhidrosis NOS,Sweating
1692.00,5226,Swollen glands,Swelling_of_lymph_nodes
2C3..00,8126,O/E - lymphadenopathy,Swelling_of_lymph_nodes
2C3..11,2391,O/E - adenopathy,Swelling_of_lymph_nodes
2C3..12,18146,O/E - enlarged lymph nodes,Swelling_of_lymph_nodes
2C32.00,523,O/E -cervical lymphadenopathy,Swelling_of_lymph_nodes
2C33.00,12032,O/E-sub-mental lymphadenopathy,Swelling_of_lymph_nodes
2C34.00,22737,O/E-supraclav.lymphadenopathy,Swelling_of_lymph_nodes
2C35.00,3446,O/E -axillary lymphadenopathy,Swelling_of_lymph_nodes
2C36.00,7182,O/E - inguinal lymphadenopathy,Swelling_of_lymph_nodes
2C37.00,24116,O/E -popliteal lymphadenopathy,Swelling_of_lymph_nodes
