text,cui,name,start,end,relevance,presence,laterality (generic)
possibly ulcer of spermatic cord,38673002,ulcer of spermatic cord,9,32,present,suspected,none
suspicion of subserous leiomyoma of uterus,95280005,subserous leiomyoma of uterus,13,42,present,suspected,none
subacute tubotympanic catarrh suspected,89145009,subacute tubotympanic catarrh,0,29,present,suspected,none
may vascular disease of abdomen,128052008,vascular disease of abdomen,4,31,present,suspected,none
exclude drug-induced lymphocytic vasculitis,403616000,drug-induced lymphocytic vasculitis,8,43,present,suspected,none
"possibly serous conjunctivitis, except viral",9824006,"serous conjunctivitis, except viral",9,44,present,suspected,none
quer juvenile xanthogranuloma of iris,255013004,juvenile xanthogranuloma of iris,5,37,present,suspected,none
may ventricular septal aneurysm,253577002,ventricular septal aneurysm,4,31,present,suspected,none
pos esophoria,62176008,esophoria,4,13,present,suspected,none
may acneiform drug eruption,238995004,acneiform drug eruption,4,27,present,suspected,none
could be sex-linked thrombocytopenia,37492005,sex-linked thrombocytopenia,9,36,present,suspected,none
suspected old myocardial infarction,1755008,old myocardial infarction,10,35,present,suspected,none
sus accidental kanamycin overdose,296590005,accidental kanamycin overdose,4,33,present,suspected,none
query paroxysmal atrial fibrillation,282825002,paroxysmal atrial fibrillation,6,36,present,suspected,none
quer accidental 5-hydroxytryptamine-3-receptor antagonist overdose,295428002,accidental 5-hydroxytryptamine-3-receptor antagonist overdose,5,66,present,suspected,none
chloroform poisoning suspected,25555003,chloroform poisoning,0,20,present,suspected,none
poss pseudotuberculosis,36753006,pseudotuberculosis,5,23,present,suspected,none
? mechanical complication of gastrostomy,147881000119108,mechanical complication of gastrostomy,2,40,present,suspected,none
suspicious disease caused by endamoebidae,105637008,disease caused by endamoebidae,11,41,present,suspected,none
susp drug-induced hyponatremia,237844003,drug-induced hyponatremia,5,30,present,suspected,none
likely gastroduodenal disorder,3411000119107,gastroduodenal disorder,7,30,present,suspected,none
sus subacute infectious disease,17098006,subacute infectious disease,4,31,present,suspected,none
possible blepharospasm of right eyelid,15631251000119109,blepharospasm of right eyelid,9,38,present,suspected,right
respiratory arrest suspected,87317003,respiratory arrest,0,18,present,suspected,none
may pica,14077003,pica,4,8,present,suspected,none
suspected accidental cannabis poisoning,291246000,accidental cannabis poisoning,10,39,present,suspected,none
likely congenital diaphragmatic hernia,17190001,congenital diaphragmatic hernia,7,38,present,suspected,none
sus matted hair,67712001,matted hair,4,15,present,suspected,none
exclude congenital hypoplasia of ilium,93266001,congenital hypoplasia of ilium,8,38,present,suspected,none
could be talc peritonitis,235988007,talc peritonitis,9,25,present,suspected,none
possible serositis,370469003,serositis,9,18,present,suspected,none
sus contusion of right eyelid,11848621000119101,contusion of right eyelid,4,29,present,suspected,right
query appendix hematoma,262858002,appendix hematoma,6,23,present,suspected,none
possible endometriosis of ovary,266589005,endometriosis of ovary,9,31,present,suspected,none
possibly jogger's toe,238482002,jogger's toe,9,21,present,suspected,none
could have postmature abnormal placenta,8076000,postmature abnormal placenta,11,39,present,suspected,none
prob townes-brocks syndrome,523411000000105,townes-brocks syndrome,5,27,present,suspected,none
suspected detached products of conception,109891004,detached products of conception,10,41,present,suspected,none
infection caused by microspora suspected,65883009,infection caused by microspora,0,30,present,suspected,none
may be giacci familial neurogenic acroosteolysis,389275009,giacci familial neurogenic acroosteolysis,7,48,present,suspected,none
query atlanto-occipital joint sprain,209561004,atlanto-occipital joint sprain,6,36,present,suspected,none
suspected pericholangitis,111373008,pericholangitis,10,25,present,suspected,none
may traumatic amputation of thumb,210611002,traumatic amputation of thumb,4,33,present,suspected,none
query round atelectasis,448370006,round atelectasis,6,23,present,suspected,none
susp sharp tooth,34589004,sharp tooth,5,16,present,suspected,none
poss malignant tumor of heart,363435002,malignant tumor of heart,5,29,present,suspected,none
query meibomian gland dysfunction,397549002,meibomian gland dysfunction,6,33,present,suspected,none
quer accidental papaverine overdose,296505005,accidental papaverine overdose,5,35,present,suspected,none
pos postoperative atelectasis,196143003,postoperative atelectasis,4,29,present,suspected,none
sus sensorineural hearing loss,60700002,sensorineural hearing loss,4,30,present,suspected,none
likely disseminated atypical mycobacterial infection,240413000,disseminated atypical mycobacterial infection,7,52,present,suspected,none
quer tension hydrothorax,441724008,tension hydrothorax,5,24,present,suspected,none
susp hemorrhage in globus pallidus,451037005,hemorrhage in globus pallidus,5,34,present,suspected,none
suspected non-neoplastic nevus,195381005,non-neoplastic nevus,10,30,present,suspected,none
could be ameloonychohypohidrotic syndrome,715404000,ameloonychohypohidrotic syndrome,9,41,present,suspected,none
poss benign scapuloperoneal muscular dystrophy,240076008,benign scapuloperoneal muscular dystrophy,5,46,present,suspected,none
sus subluxation of symphysis pubis,263038009,subluxation of symphysis pubis,4,34,present,suspected,none
could be acquired deformity of nose,18283000,acquired deformity of nose,9,35,present,suspected,none
seizure disorder suspected,128613002,seizure disorder,0,16,present,suspected,none
susp renovascular hypertension,123799005,renovascular hypertension,5,30,present,suspected,none
pos pityriasis alba,402296004,pityriasis alba,4,19,present,suspected,none
possible congenital atresia of glottis,52879001,congenital atresia of glottis,9,38,present,suspected,none
maybe cut of lower limb,283430000,cut of lower limb,6,23,present,suspected,none
probable congenital dilatation of bladder,93052002,congenital dilatation of bladder,9,41,present,suspected,none
poss allergic angioedema,402387002,allergic angioedema,5,24,present,suspected,none
ring chromosome 20 syndrome suspected,23686004,ring chromosome 20 syndrome,0,27,present,suspected,none
could have spinopontine degeneration,27873005,spinopontine degeneration,11,36,present,suspected,none
could have infection of puncture wound,446568009,infection of puncture wound,11,38,present,suspected,none
suspicion of multicentric infantile myofibromatosis,403410004,multicentric infantile myofibromatosis,13,51,present,suspected,none
aortic tunnel suspected,253649001,aortic tunnel,0,13,present,suspected,none
suspicious familial eosinophilia,79336007,familial eosinophilia,11,32,present,suspected,none
possibly disease caused by hexamitidae,105644004,disease caused by hexamitidae,9,38,present,suspected,none
pos abscess of thigh,3507004,abscess of thigh,4,20,present,suspected,none
suspected supernumerary bone of foot,1155640009,supernumerary bone of foot,10,36,present,suspected,none
poss multiple pelvic fractures,263222005,multiple pelvic fractures,5,30,present,suspected,none
fetus papyraceous suspected,90127001,fetus papyraceous,0,17,present,suspected,none
exclude neonatal dysrhythmia,276513001,neonatal dysrhythmia,8,28,present,suspected,none
could have moderate steroid 21-hydroxylase deficiency,60045007,moderate steroid 21-hydroxylase deficiency,11,53,present,suspected,none
exclude tarsal coalitions,27173008,tarsal coalitions,8,25,present,suspected,none
susp infection associated with wound,813341000000105,infection associated with wound,5,36,present,suspected,none
query deficiency of bisphosphoglycerate mutase,124678007,deficiency of bisphosphoglycerate mutase,6,46,present,suspected,none
suspected intentional acetylcholine overdose,296366008,intentional acetylcholine overdose,10,44,present,suspected,none
quer rubella,36653000,rubella,5,12,present,suspected,none
exclude antithyroid agent overdose,296830004,antithyroid agent overdose,8,34,present,suspected,none
reactive monocytosis suspected,38064006,reactive monocytosis,0,20,present,suspected,none
possibly congenital capillary hemangioma,703197004,congenital capillary hemangioma,9,40,present,suspected,none
suspected suppurative osteomyelitis of jaw,84224006,suppurative osteomyelitis of jaw,10,42,present,suspected,none
may be atypical childhood psychoses,191696005,atypical childhood psychoses,7,35,present,suspected,none
lichen myxedematosus suspected,111197009,lichen myxedematosus,0,20,present,suspected,none
suspect venous thoracic outlet syndrome,25981000119102,venous thoracic outlet syndrome,8,39,present,suspected,none
? congenital deviation of ureter,31915006,congenital deviation of ureter,2,32,present,suspected,none
may be malabsorption - iron,197495008,malabsorption - iron,7,27,present,suspected,none
disease caused by hymenolepididae suspected,105682007,disease caused by hymenolepididae,0,33,present,suspected,none
suspect incomplete left cleft lip,763754008,incomplete left cleft lip,8,33,present,suspected,left
susp complement component 3 deficiency,771443008,complement component 3 deficiency,5,38,present,suspected,none
probable dissection of renal artery,713036004,dissection of renal artery,9,35,present,suspected,none
"bulimia nervosa, nonpurging type suspected",59645001,"bulimia nervosa, nonpurging type",0,32,present,suspected,none
sus gastrointestinal candidiasis,84679006,gastrointestinal candidiasis,4,32,present,suspected,none
could have nodular lymphoma of spleen,95193005,nodular lymphoma of spleen,11,37,present,suspected,none
susp intentional vitamin a poisoning,291923008,intentional vitamin a poisoning,5,36,present,suspected,none
mastitis - obstetric suspected,274131006,mastitis - obstetric,0,20,present,suspected,none
possibly traveler's diarrhea,11840006,traveler's diarrhea,9,28,present,suspected,none
possible lipidemia retinalis,95692001,lipidemia retinalis,9,28,present,suspected,none
query gastrointestinal mucormycosis,187101004,gastrointestinal mucormycosis,6,35,present,suspected,none
sus amyloid cardiomyopathy,847041000000109,amyloid cardiomyopathy,4,26,present,suspected,none
maybe glass in upper limb,283243002,glass in upper limb,6,25,present,suspected,none
"probably propionic acidemia, type ii",399149003,"propionic acidemia, type ii",9,36,present,suspected,none
could be paroxysmal extreme pain disorder,699190008,paroxysmal extreme pain disorder,9,41,present,suspected,none
may caffeine-induced organic mental disorder,309279000,caffeine-induced organic mental disorder,4,44,present,suspected,none
possibly cornea plana,204145006,cornea plana,9,21,present,suspected,none
disorder of placenta suspected,125586008,disorder of placenta,0,20,present,suspected,none
query amelogenesis imperfecta,78494001,amelogenesis imperfecta,6,29,present,suspected,none
suspicious jugular lymphatic obstruction sequence,74650009,jugular lymphatic obstruction sequence,11,49,present,suspected,none
could have frusemide overdose,297017009,frusemide overdose,11,29,present,suspected,none
? intentional thiethylperazine overdose,296223003,intentional thiethylperazine overdose,2,39,present,suspected,none
"could have behcet's syndrome, intestinal type",54034003,"behcet's syndrome, intestinal type",11,45,present,suspected,none
possible scoliotic angulation of ribs,73671007,scoliotic angulation of ribs,9,37,present,suspected,none
suspicious multiple supernumerary eye muscles,204216001,multiple supernumerary eye muscles,11,45,present,suspected,none
suspicious phonological disorder,229719002,phonological disorder,11,32,present,suspected,none
likely infection of lip,737187008,infection of lip,7,23,present,suspected,none
intentional levorphanol poisoning suspected,290218005,intentional levorphanol poisoning,0,33,present,suspected,none
could have moon's molar teeth,109436001,moon's molar teeth,11,29,present,suspected,none
pos asymptomatic bacteriuria in pregnancy,31563000,asymptomatic bacteriuria in pregnancy,4,41,present,suspected,none
suspected phenylbutazone adverse reaction,292086002,phenylbutazone adverse reaction,10,41,present,suspected,none
