text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
intermittent cerebral ischemia {p intentional dipyridamole poisoning} neurofibroma of abdomen,292012009 | Intentional dipyridamole poisoning (disorder),Positive,Confirmed,No laterality
disorder of soft tissue {p louse-borne relapsing fever} mondini defect,14683004 | Louse-borne relapsing fever (disorder),Positive,Confirmed,No laterality
ideomotor dyspraxia {p atrophy of sublingual gland} tuberculous urethritis,196476006 | Atrophy of sublingual gland (disorder),Positive,Confirmed,No laterality
meconium pneumonitis {p lentigo - freckle} manganese-induced parkinsonism,201285006 | Lentigo - freckle (disorder),Positive,Confirmed,No laterality
postoperative cystoid macular edema {p primary leiomyosarcoma of face} secondary cyst of retina,685611000119101 | Primary leiomyosarcoma of face (disorder),Positive,Confirmed,No laterality
symmer's pipe-stem fibrosis {p laceration of ulnar artery} accidental antispasmodic poisoning,447110008 | Laceration of ulnar artery (disorder),Positive,Confirmed,No laterality
oral-verbal dyspraxia {p lecherism} spina bifida occulta,46432001 | Lecherism (disorder),Positive,Confirmed,No laterality
staphylococcal pharyngitis {p prazosin adverse reaction} postpartum afibrinogenemia with hemorrhage,292449007 | Prazosin adverse reaction (disorder),Positive,Confirmed,No laterality
nicotine adverse reaction {p strangulated omentum} hyperpituitarism,236018009 | Strangulated omentum (disorder),Positive,Confirmed,No laterality
oculootoradial syndrome {p chronic disease} myelomeningocele without hydrocephalus,27624003 | Chronic disease (disorder),Positive,Confirmed,No laterality
disorder of filtering bleb {p complete tear triangular fibrocartilage} infection caused by saprochaete,209595000 | Complete tear triangular fibrocartilage (disorder),Positive,Confirmed,No laterality
primary osteosarcoma {p telangiectasia following surgery} prochlorperazine adverse reaction,403708002 | Telangiectasia following surgery (disorder),Positive,Confirmed,No laterality
osteochondritis of carpal lunate {p pretibial myxedema} injury whilst boxing,78146007 | Pretibial myxedema (disorder),Positive,Confirmed,No laterality
serosal tear of colon {p lymph node fistula} lymphocytic duodenal ulcer,195498006 | Lymph node fistula (disorder),Positive,Confirmed,No laterality
kniest-stickler dysplasia {p acute infective balanitis} rheumatoid arthritis of ankle,403464001 | Acute infective balanitis (disorder),Positive,Confirmed,No laterality
pseudomembranous conjunctivitis {p zolpidem poisoning} talipes planovalgus,290989003 | Zolpidem poisoning (disorder),Positive,Confirmed,No laterality
splinter in face {p infection of metacarpal} persistent occipitoposterior position,203228001 | Infection of metacarpal (disorder),Positive,Confirmed,No laterality
"uveal prolapse {p congenital subluxation of hip} nondependent cannabis abuse, episodic",36172001 | Congenital subluxation of hip (disorder),Positive,Confirmed,No laterality
dx {p poikilodermatomyositis},86365006 | Poikilodermatomyositis (disorder),Positive,Confirmed,No laterality
perforation of ileum {p hypotrichosis} hypertension complicating pregnancy,53602002 | Hypotrichosis (disorder),Positive,Confirmed,No laterality
problem list {p treatment resistant depression},1153570009 | Treatment resistant depression (disorder),Positive,Confirmed,No laterality
episodic anisocoria {p inflammation of sacroiliac joint} second degree perineal laceration,55146009 | Inflammation of sacroiliac joint (disorder),Positive,Confirmed,No laterality
risperidone adverse reaction {p excessive secretin secretion} congenital prolapse of urethra,237582003 | Excessive secretin secretion (disorder),Positive,Confirmed,No laterality
malignant melanoma of perineum {p pansynostosis} double urethra,859681000000101 | Pansynostosis (disorder),Positive,Confirmed,No laterality
periodic syndrome {p cellulitis of umbilicus} rhinocephaly,56644003 | Cellulitis of umbilicus (disorder),Positive,Confirmed,No laterality
greater saphenous vein injury {p lymphangioma of larynx} pelvis justo major,866113004 | Lymphangioma of larynx (disorder),Positive,Confirmed,No laterality
nodular episcleritis {p non-occlusive mesenteric ischemia} factor ix deficiency,235843005 | Non-occlusive mesenteric ischemia (disorder),Positive,Confirmed,No laterality
adjustment reaction with aggression {p pleurisy} cystitis with echinococcus infestation,196075003 | Pleurisy (disorder),Positive,Confirmed,No laterality
loosening of plate {p eccrine hydrocystoma of eyelid} contusion of left ankle,840502005 | Eccrine hydrocystoma of eyelid (disorder),Positive,Confirmed,No laterality
pulmonary hyalinizing granuloma {p transient organic psychoses} intentional piroxicam poisoning,191499009 | Transient organic psychoses (disorder),Positive,Confirmed,No laterality
posttraumatic meningitis {p familial vesicoureteral reflux} secondary hyperlipidemia,763716008 | Familial vesicoureteral reflux (disorder),Positive,Confirmed,No laterality
intraperitoneal pregnancy {p disease caused by pentastoma} congenital web of larynx,33122006 | Disease caused by Pentastoma (disorder),Positive,Confirmed,No laterality
pityriasis rubra (hebra) {p prolonged pulmonary alveolitis} dermodental dysplasia,80614003 | Prolonged pulmonary alveolitis (disorder),Positive,Confirmed,No laterality
congenital pyloric membrane {p complete edentulism class i} 20q partial trisomy,90041000119109 | Complete edentulism class I (disorder),Positive,Confirmed,No laterality
hereditary hypoplasminogenemia {p acute atrial infarction} pelger-huët anomaly,194809007 | Acute atrial infarction (disorder),Positive,Confirmed,No laterality
pyrimethamine overdose {p monoarthritis of elbow} paranoid schizophrenia in remission,698478008 | Monoarthritis of elbow (disorder),Positive,Confirmed,No laterality
intentional crisantaspase poisoning {p secondary nodes - axilla/arm} tumor of bladder neck,269616004 | Secondary nodes - axilla/arm (disorder),Positive,Confirmed,No laterality
dx {p purulent rhinitis},8442000 | Purulent rhinitis (disorder),Positive,Confirmed,No laterality
tic of organic origin {p fetal disproportion} boil of elbow,31805001 | Fetal disproportion (disorder),Positive,Confirmed,No laterality
malignant tumor of retina {p laugier-hunziker syndrome} vitamin b deficiency,238706002 | Laugier-Hunziker syndrome (disorder),Positive,Confirmed,No laterality
lobular carcinoma of breast {p mallory-weiss syndrome} compensated metabolic alkalosis,35265002 | Mallory-Weiss syndrome (disorder),Positive,Confirmed,No laterality
microcalcifications of the breast {p incomplete ossification of calcaneus} simple endometrial hyperplasia,93570005 | Incomplete ossification of calcaneus (disorder),Positive,Confirmed,No laterality
dx {p thin alveolar housing},109713009 | Thin alveolar housing (disorder),Positive,Confirmed,No laterality
disorder of neuromuscular transmission {p congenital anomaly of fibula} idiopathic factor viii deficiency,123562008 | Congenital anomaly of fibula (disorder),Positive,Confirmed,No laterality
antepartum fetal acidosis {p accidental overdose by cocaine} fredrickson type iv hyperlipoproteinemia,296322006 | Accidental overdose by cocaine (disorder),Positive,Confirmed,No laterality
problem list {p abrasion of sacral region},430939007 | Abrasion of sacral region (disorder),Positive,Confirmed,No laterality
viral wheeze {p inherited arthrogryposis} thunderclap headache,28204005 | Inherited arthrogryposis (disorder),Positive,Confirmed,No laterality
paget's disease-calcaneum {p endocrine alopecia} pulmonary necrosis,54539003 | Endocrine alopecia (disorder),Positive,Confirmed,No laterality
angioedema of lip {p corneal leukoma} melilotus alba poisoning,704272003 | Corneal leukoma (disorder),Positive,Confirmed,No laterality
problem list {p animal bite of heel},283836001 | Animal bite of heel (disorder),Positive,Confirmed,No laterality
ulcer of thigh {p late-infantile neuronal ceroid lipofuscinosis} chagas' exanthem,14637005 | Late-infantile neuronal ceroid lipofuscinosis (disorder),Positive,Confirmed,No laterality
strain of subscapularis tendon {p cellulitis of abdominal wall} infection caused by cyathostoma,59883002 | Cellulitis of abdominal wall (disorder),Positive,Confirmed,No laterality
microphakia {p complex burn of trunk} pudendal nerve injury,762475005 | Complex burn of trunk (disorder),Positive,Confirmed,No laterality
transverse melanonychia {p bilateral cataracts} meningitis following procedure,95722004 | Bilateral cataracts (disorder),Positive,Confirmed,Bilateral
functional tricuspid regurgitation {p spondylometaphyseal dysplasia a4 type} persistent polyclonal b-cell lymphocytosis,782912001 | Spondylometaphyseal dysplasia A4 type (disorder),Positive,Confirmed,No laterality
neoplasm of intestinal tract {p centaurea species poisoning} intentional cloxacillin overdose,68232002 | Centaurea species poisoning (disorder),Positive,Confirmed,No laterality
extrasphincteric fistula {p neuroendocrine neoplasm of gallbladder} chronic trichobezoar formation,785824001 | Neuroendocrine neoplasm of gallbladder (disorder),Positive,Confirmed,No laterality
birnbaum's syndrome {p acute necrotizing ulcerative periodontitis} accidental zuclopenthixol decanoate overdose,235010005 | Acute necrotizing ulcerative periodontitis (disorder),Positive,Confirmed,No laterality
radial tunnel syndrome {p thalassemia} pyogranulomatous enteritis,40108008 | Thalassemia (disorder),Positive,Confirmed,No laterality
"unresolved pneumonia {p traumatic amputation, thumb tip} chronic fungal laryngitis","210617003 | Traumatic amputation, thumb tip (disorder)",Positive,Confirmed,No laterality
cervicofacial actinomycosis {p bifid epiglottis} luteinizing hormone deficiency,232412004 | Bifid epiglottis (disorder),Positive,Confirmed,No laterality
impression {p closed dislocation c3/c4},269118002 | Closed dislocation C3/C4 (disorder),Positive,Confirmed,No laterality
acquired gastric fistula {p ethamivan adverse reaction} chondromalacia of left shoulder,292558002 | Ethamivan adverse reaction (disorder),Positive,Confirmed,No laterality
bone fixation device infection {p 9p24.3 deletion syndrome} congenital bent nose,890128002 | 9p24.3 deletion syndrome (disorder),Positive,Confirmed,No laterality
overriding left ventriculoarterial valve {p furuncle of thigh} polyp of ethmoidal sinus,90942002 | Furuncle of thigh (disorder),Positive,Confirmed,No laterality
necrotising enterocolitis {p syringoma of eyelid} miscarriage with parametritis,422508004 | Syringoma of eyelid (disorder),Positive,Confirmed,No laterality
congenital chorioretinal degeneration {p odontogenic cyst} intentional digoxin poisoning,235110008 | Odontogenic cyst (disorder),Positive,Confirmed,No laterality
orofacial granulomatosis of gingivae {p central cord syndrome} agenesis of spleen,282787000 | Central cord syndrome (disorder),Positive,Confirmed,No laterality
adenoma malignum {p clomiphene adverse reaction} osteoarthritis of multiple joints,293260005 | Clomiphene adverse reaction (disorder),Positive,Confirmed,No laterality
adolescent emancipation disorder {p microsporosis nigra} traumatic hematoma,185367005 | Microsporosis nigra (disorder),Positive,Confirmed,No laterality
fibrosis of cervix {p choanal polyp} thiopental overdose,30677002 | Choanal polyp (disorder),Positive,Confirmed,No laterality
idiopathic adductor spastic dysphonia {p superficial injury of trunk} celiac artery thrombosis,211036004 | Superficial injury of trunk (disorder),Positive,Confirmed,No laterality
subcutaneous rheumatoid nodule {p generalized abrasion of tooth} inherited disorder of keratinization,698524005 | Generalized abrasion of tooth (disorder),Positive,Confirmed,No laterality
retrobulbar neuritis {p traumatic ulceration of tongue} retinitis of bilateral eyes,12779007 | Traumatic ulceration of tongue (disorder),Positive,Confirmed,No laterality
acquired hemoglobinopathy {p simple chronic bronchitis} intentional mefenamic acid poisoning,61937009 | Simple chronic bronchitis (disorder),Positive,Confirmed,No laterality
neoplasm of scrotum {p neuromuscular disorder} acquired dorsiflexed first ray,909621000000100 | Neuromuscular disorder (disorder),Positive,Confirmed,No laterality
divided left atrium {p infection caused by hypodereum} skin graft hyperpigmentation,62078006 | Infection caused by Hypodereum (disorder),Positive,Confirmed,No laterality
atovaquone adverse reaction {p external iliac artery thrombosis} accidental vincristine overdose,297151006 | External iliac artery thrombosis (disorder),Positive,Confirmed,No laterality
congenital forefoot varus {p disorder of salivary structure} parieto-occipital craniosynostosis,283015002 | Disorder of salivary structure (disorder),Positive,Confirmed,No laterality
droperidol overdose {p congenital anomaly of nail} cytarabine overdose,35964007 | Congenital anomaly of nail (disorder),Positive,Confirmed,No laterality
