text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p embolic stroke} while age 57,371041009 | Embolic stroke (disorder),Historic,Confirmed,No laterality
{p obstetric air pulmonary embolism} some time ago,200286003 | Obstetric air pulmonary embolism (disorder),Historic,Confirmed,No laterality
{p glanular hypospadias} from 38 yr of age,429631000124104 | Glanular hypospadias (disorder),Historic,Confirmed,No laterality
{p iatrogenic cushing's disease} when aged 7,41299009 | Iatrogenic Cushing's disease (disorder),Historic,Confirmed,No laterality
{p congenital macrostomia} last 12 mths,40159009 | Congenital macrostomia (disorder),Historic,Confirmed,No laterality
{p interarytenoid leukoplakia} at 16 yr old,249446000 | Interarytenoid leukoplakia (disorder),Historic,Confirmed,No laterality
1 previous {p acute transverse myelitis},47000000 | Acute transverse myelitis (disorder),Historic,Confirmed,No laterality
{p benign neoplasm of jaw} prev,92161005 | Benign neoplasm of jaw (disorder),Historic,Confirmed,No laterality
prev {p transient childhood tic},191990001 | Transient childhood tic (disorder),Historic,Confirmed,No laterality
no hx of {p sucralfate overdose},295338006 | Sucralfate overdose (disorder),Historic,Negated,No laterality
had {p tendinitis of hand},423417009 | Tendinitis of hand (disorder),Historic,Confirmed,No laterality
2 previous {p non-allergic anaphylaxis},35001004 | Non-allergic anaphylaxis (disorder),Historic,Confirmed,No laterality
personal hist of {p amodiaquine adverse reaction},292850002 | Amodiaquine adverse reaction (disorder),Historic,Confirmed,No laterality
previous {p acute infective polyneuritis},129131007 | Acute infective polyneuritis (disorder),Historic,Confirmed,No laterality
{p mesenteric arteriovenous fistula} while aged 54,6838000 | Mesenteric arteriovenous fistula (disorder),Historic,Confirmed,No laterality
no history of {p refractory epilepsia partialis continua},422873003 | Refractory epilepsia partialis continua (disorder),Historic,Negated,No laterality
never had {p postvalvulotomy syndrome},33644002 | Postvalvulotomy syndrome (disorder),Historic,Negated,No laterality
no pmh of {p hyperkalemia},14140009 | Hyperkalemia (disorder),Historic,Negated,No laterality
{p flaccid tetraplegia} some time previously,192964002 | Flaccid tetraplegia (disorder),Historic,Confirmed,No laterality
{p acute bacterial pharyngitis} recovered,195658003 | Acute bacterial pharyngitis (disorder),Historic,Confirmed,No laterality
{p nephrotoxic acute renal failure} recovered,236428007 | Nephrotoxic acute renal failure (disorder),Historic,Confirmed,No laterality
prev {p acute gangrenous tonsillitis},195670004 | Acute gangrenous tonsillitis (disorder),Historic,Confirmed,No laterality
{p argentinian hemorrhagic fever} recovered,58868000 | Argentinian hemorrhagic fever (disorder),Historic,Confirmed,No laterality
{p abnormal ventriculoarterial connection} last 8 months,253295000 | Abnormal ventriculoarterial connection (disorder),Historic,Confirmed,No laterality
never had {p listeria abortion},57420002 | Listeria abortion (disorder),Historic,Negated,No laterality
freq {p acute amebiasis},39224005 | Acute amebiasis (disorder),Historic,Confirmed,No laterality
4 prev {p emphysematous pyelitis},236375008 | Emphysematous pyelitis (disorder),Historic,Confirmed,No laterality
3 prev {p acute gastric mucosal erosion},18665000 | Acute gastric mucosal erosion (disorder),Historic,Confirmed,No laterality
{p acquired horner syndrome} while aged 36,721537005 | Acquired Horner syndrome (disorder),Historic,Confirmed,No laterality
{p intentional lormetazepam poisoning} from 70 years o,291041002 | Intentional lormetazepam poisoning (disorder),Historic,Confirmed,No laterality
{p functional disorder of intestine} a few years previously,81120009 | Functional disorder of intestine (disorder),Historic,Confirmed,No laterality
past medical hist {p abscess of big toe},308660004 | Abscess of big toe (disorder),Historic,Confirmed,No laterality
{p pseudophakic retinal detachment} last 3 mths,314494006 | Pseudophakic retinal detachment (disorder),Historic,Confirmed,No laterality
never had {p idiopathic recurrent stupor},763739002 | Idiopathic recurrent stupor (disorder),Historic,Negated,No laterality
no past hx {p tuberculous chancre},63808004 | Tuberculous chancre (disorder),Historic,Negated,No laterality
{p acute follicular conjunctivitis} recovered,41308008 | Acute follicular conjunctivitis (disorder),Historic,Confirmed,No laterality
{p moderate depression} from 22 yrs of age,310496002 | Moderate depression (disorder),Historic,Confirmed,No laterality
{p acute pneumococcal laryngitis} recovered,195685005 | Acute pneumococcal laryngitis (disorder),Historic,Confirmed,No laterality
{p spinocerebellar ataxia type 20} few yrs prev,718771009 | Spinocerebellar ataxia type 20 (disorder),Historic,Confirmed,No laterality
{p open fracture of pubis} some time back,71220005 | Open fracture of pubis (disorder),Historic,Confirmed,No laterality
{p gonorrhea of rectum} upto 37 years o,42746002 | Gonorrhea of rectum (disorder),Historic,Confirmed,No laterality
{p congenital saddle nose} last 1 mth,710232008 | Congenital saddle nose (disorder),Historic,Confirmed,No laterality
{p transepidermal elimination disorders} upto 38 years old,201330005 | Transepidermal elimination disorders (disorder),Historic,Confirmed,No laterality
no past history of {p synovitis},416209007 | Synovitis (disorder),Historic,Negated,No laterality
no ph of {p benign neoplasm of anus},91978004 | Benign neoplasm of anus (disorder),Historic,Negated,No laterality
{p hypercapnic respiratory failure} last 4 months,709109004 | Hypercapnic respiratory failure (disorder),Historic,Confirmed,No laterality
{p obscure auditory dysfunction} at 64 yrs of age,232324007 | Obscure auditory dysfunction (disorder),Historic,Confirmed,No laterality
no pmh {p secondary acute angle closure},1111481000000100 | Secondary acute angle closure (disorder),Historic,Negated,No laterality
{p transposition of pulmonary veins} while 11 yrs of age,36422005 | Transposition of pulmonary veins (disorder),Historic,Confirmed,No laterality
1 previous {p transient arthropathy},66191007 | Transient arthropathy (disorder),Historic,Confirmed,No laterality
{p malignant optic glioma} until aged 6,404664002 | Malignant optic glioma (disorder),Historic,Confirmed,No laterality
{p persistent hyperphenylalaninemia and tyrosinemia} last 8 mths,40751003 | Persistent hyperphenylalaninemia AND tyrosinemia (disorder),Historic,Confirmed,No laterality
3 prev {p acute fibrinous pericarditis},174511002 | Acute fibrinous pericarditis (disorder),Historic,Confirmed,No laterality
no pers hist {p mesoaxial polydactyly of toe},253967005 | Mesoaxial polydactyly of toe (disorder),Historic,Negated,No laterality
previous {p acute actinic otitis externa},21543000 | Acute actinic otitis externa (disorder),Historic,Confirmed,No laterality
recurrent {p generalized slight acute periodontitis},718064007 | Generalized slight acute periodontitis (disorder),Historic,Confirmed,No laterality
{p antiemetic adverse reaction} in the past,292130004 | Antiemetic adverse reaction (disorder),Historic,Confirmed,No laterality
{p hyperglobulinemic purpura} last 2 mth,402852007 | Hyperglobulinemic purpura (disorder),Historic,Confirmed,No laterality
{p tetracosactrin adverse reaction} few years back,293275002 | Tetracosactrin adverse reaction (disorder),Historic,Confirmed,No laterality
freq {p acute nontraumatic subdural hemorrhage},291581000119109 | Acute nontraumatic subdural hemorrhage (disorder),Historic,Confirmed,No laterality
{p thrombophilia associated with pregnancy} in the past,441697004 | Thrombophilia associated with pregnancy (disorder),Historic,Confirmed,No laterality
4 previous {p acute nephrotic syndrome},1081801000112104 | Acute nephrotic syndrome (disorder),Historic,Confirmed,No laterality
{p metatarsal bone fracture} some time previously,263251009 | Metatarsal bone fracture (disorder),Historic,Confirmed,No laterality
no pmh of {p monocytoid disorder},234427000 | Monocytoid disorder (disorder),Historic,Negated,No laterality
{p herbicide and/or fungicide poisoning} prev,1156308007 | Herbicide and/or fungicide poisoning (disorder),Historic,Confirmed,No laterality
{p candida pyelonephritis} from 31 y o,236378005 | Candida pyelonephritis (disorder),Historic,Confirmed,No laterality
{p supraspinatus tendinitis} recovered,202841003 | Supraspinatus tendinitis (disorder),Historic,Confirmed,No laterality
no prev hist of {p straw itch},240889003 | Straw itch (disorder),Historic,Negated,No laterality
personal hist of {p superficial corrosion of scalp},284197002 | Superficial corrosion of scalp (disorder),Historic,Confirmed,No laterality
{p disseminated cutaneous coccidioidomycosis} a few years back,403110005 | Disseminated cutaneous coccidioidomycosis (disorder),Historic,Confirmed,No laterality
no ph of {p acute visceral ischemia},16415501000119100 | Acute visceral ischemia (disorder),Historic,Negated,No laterality
{p crushing injury} previously,125665001 | Crushing injury (disorder),Historic,Confirmed,No laterality
{p rosette-forming glioneuronal neoplasm} last 4 mths,770682007 | Rosette-forming glioneuronal neoplasm (disorder),Historic,Confirmed,No laterality
{p meningitis caused by enterococcus} prev,721748000 | Meningitis caused by Enterococcus (disorder),Historic,Confirmed,No laterality
{p urethral and periurethral abscess} upto age 42,266564004 | Urethral and periurethral abscess (disorder),Historic,Confirmed,No laterality
no ph of {p shone complex},41371000119100 | Shone complex (disorder),Historic,Negated,No laterality
3 prev {p transient hypoplastic anemia},191251007 | Transient hypoplastic anemia (disorder),Historic,Confirmed,No laterality
{p drug-induced malabsorption} few yrs ago,36261000 | Drug-induced malabsorption (disorder),Historic,Confirmed,No laterality
{p mild binocular visual impairment} last 11 months,815051000000106 | Mild binocular visual impairment (disorder),Historic,Confirmed,No laterality
freq {p acute pulmonary coccidioidomycosis},187027001 | Acute pulmonary coccidioidomycosis (disorder),Historic,Confirmed,No laterality
{p yersinia enterocolitica food poisoning} last 1 month,240334006 | Yersinia enterocolitica food poisoning (disorder),Historic,Confirmed,No laterality
{p uganda s fever} prev,44110002 | Uganda S fever (disorder),Historic,Confirmed,No laterality
1 previous {p acute erythematous tonsillitis},195666007 | Acute erythematous tonsillitis (disorder),Historic,Confirmed,No laterality
{p disease caused by arthropod} at aged 69,68843000 | Disease caused by Arthropod (disorder),Historic,Confirmed,No laterality
frequent {p peroneal tendinitis},53208009 | Peroneal tendinitis (disorder),Historic,Confirmed,No laterality
{p abscess of vocal cords} while age 60,51152000 | Abscess of vocal cords (disorder),Historic,Confirmed,No laterality
{p haemophilus meningitis} until 14 yr o,192643004 | Haemophilus meningitis (disorder),Historic,Confirmed,No laterality
previous hist {p infection caused by chabertia},78259006 | Infection caused by Chabertia (disorder),Historic,Confirmed,No laterality
freq {p acute milk alkali syndrome},88380005 | Acute milk alkali syndrome (disorder),Historic,Confirmed,No laterality
{p penetrating wound of lung} recovered,282726006 | Penetrating wound of lung (disorder),Historic,Confirmed,No laterality
{p scapulohumeral spinal muscular atrophy} upto 60 y of age,230251004 | Scapulohumeral spinal muscular atrophy (disorder),Historic,Confirmed,No laterality
{p intentional famotidine poisoning} in the past,290359001 | Intentional famotidine poisoning (disorder),Historic,Confirmed,No laterality
prev history {p legal abortion with sepsis},39246002 | Legal abortion with sepsis (disorder),Historic,Confirmed,No laterality
previous {p postoperative acute pancreatitis},235948002 | Postoperative acute pancreatitis (disorder),Historic,Confirmed,No laterality
frequent {p acute fulminating viral hepatitis},45042004 | Acute fulminating viral hepatitis (disorder),Historic,Confirmed,No laterality
prev history of {p dilatation of pulmonary artery},251047005 | Dilatation of pulmonary artery (disorder),Historic,Confirmed,No laterality
{p polyserositis} some time previously,123598000 | Polyserositis (disorder),Historic,Confirmed,No laterality
{p limb body wall complex} upto aged 33,716106000 | Limb body wall complex (disorder),Historic,Confirmed,No laterality
personal hx {p closed fracture of hip},359817006 | Closed fracture of hip (disorder),Historic,Confirmed,No laterality
no past history {p cluster tic syndrome},230539002 | Cluster tic syndrome (disorder),Historic,Negated,No laterality
no hx of {p bayonet hair},65950001 | Bayonet hair (disorder),Historic,Negated,No laterality
{p intentional crisantaspase overdose} upto aged 12,295757004 | Intentional crisantaspase overdose (disorder),Historic,Confirmed,No laterality
