text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
mother suffers from {p crystal arthropathy},18834007 | Crystal arthropathy (disorder),Irrelevant,Confirmed,No laterality
daughter feels {p cockayne syndrome type 2},890434000 | Cockayne syndrome type 2 (disorder),Irrelevant,Confirmed,No laterality
mum has {p adult chronic gm2 gangliosidosis},49562005 | Adult chronic GM2 gangliosidosis (disorder),Irrelevant,Confirmed,No laterality
husbands feels {p superficial radial nerve lesion},298123004 | Superficial radial nerve lesion (disorder),Irrelevant,Confirmed,No laterality
department of {p cardiac dilatation},71932004 | Cardiac dilatation (disorder),Irrelevant,Confirmed,No laterality
husband feels {p dithranol burn},402259008 | Dithranol burn (disorder),Irrelevant,Confirmed,No laterality
cousin had {p neonatal hypomagnesemia},87898000 | Neonatal hypomagnesemia (disorder),Irrelevant,Confirmed,No laterality
fhx {p selegiline adverse reaction},292409004 | Selegiline adverse reaction (disorder),Irrelevant,Confirmed,No laterality
dept of {p cyst of ovary},79883001 | Cyst of ovary (disorder),Irrelevant,Confirmed,No laterality
friend {p intentional procarbazine overdose},295749002 | Intentional procarbazine overdose (disorder),Irrelevant,Confirmed,No laterality
spouse has {p hemiparkinsonism hemiatrophy syndrome},737582007 | Hemiparkinsonism hemiatrophy syndrome (disorder),Irrelevant,Confirmed,No laterality
husbands suffers from {p injection site malabsorption},95387005 | Injection site malabsorption (disorder),Irrelevant,Confirmed,No laterality
cousin has {p accidental hexylresorcinol poisoning},291470003 | Accidental hexylresorcinol poisoning (disorder),Irrelevant,Confirmed,No laterality
{p platelet membrane defect} precautions,234470000 | Platelet membrane defect (disorder),Irrelevant,Confirmed,No laterality
sister suffers from {p neutrophilic leukemoid reaction},71610005 | Neutrophilic leukemoid reaction (disorder),Irrelevant,Confirmed,No laterality
family {p insecticide poisoning},84997000 | Insecticide poisoning (disorder),Irrelevant,Confirmed,No laterality
grandmother feels {p secondary bitter taste disorder},36905001 | Secondary bitter taste disorder (disorder),Irrelevant,Confirmed,No laterality
family history of {p extrauterine adenocarcinoma},373888000 | Extrauterine adenocarcinoma (disorder),Irrelevant,Confirmed,No laterality
fear of {p congenital saddle nose},710232008 | Congenital saddle nose (disorder),Irrelevant,Confirmed,No laterality
fear of {p neoplastic masquerade syndrome},416050006 | Neoplastic masquerade syndrome (disorder),Irrelevant,Confirmed,No laterality
husband has {p conjunctival papillary hypertrophy},416658003 | Conjunctival papillary hypertrophy (disorder),Irrelevant,Confirmed,No laterality
discussed {p acute selenium poisoning},32387000 | Acute selenium poisoning (disorder),Irrelevant,Confirmed,No laterality
discussed {p complication of health care},706912001 | Complication of health care (disorder),Irrelevant,Confirmed,No laterality
family history of {p psychotic disorder},69322001 | Psychotic disorder (disorder),Irrelevant,Confirmed,No laterality
grandfather {p oversensing cardiac pacemaker},234220001 | Oversensing cardiac pacemaker (disorder),Irrelevant,Confirmed,No laterality
explained about {p postoperative uveitis},314493000 | Postoperative uveitis (disorder),Irrelevant,Confirmed,No laterality
worried about {p pachydermoperiostosis - familial},254133005 | Pachydermoperiostosis - familial (disorder),Irrelevant,Confirmed,No laterality
risk of {p malignant neoplasm of brain},428061005 | Malignant neoplasm of brain (disorder),Irrelevant,Confirmed,No laterality
cousin feels {p pigmented villonodular synovitis},95412009 | Pigmented villonodular synovitis (disorder),Irrelevant,Confirmed,No laterality
family hist {p paraphimosis},13758004 | Paraphimosis (disorder),Irrelevant,Confirmed,No laterality
son {p congenital renal failure},268854008 | Congenital renal failure (disorder),Irrelevant,Confirmed,No laterality
son feels {p congenital absence of humerus},47713000 | Congenital absence of humerus (disorder),Irrelevant,Confirmed,No laterality
wifes feels {p xanthogranulomatous cholecystitis},448286002 | Xanthogranulomatous cholecystitis (disorder),Irrelevant,Confirmed,No laterality
{p sarcoma of radius} risk score,448775003 | Sarcoma of radius (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p allergic bronchopulmonary mycosis},103781000119103 | Allergic bronchopulmonary mycosis (disorder),Irrelevant,Confirmed,No laterality
explained about {p pulmonary alveolar proteinosis},10501004 | Pulmonary alveolar proteinosis (disorder),Irrelevant,Confirmed,No laterality
{p retinal pigment epithelial abnormality} precautions,421689001 | Retinal pigment epithelial abnormality (disorder),Irrelevant,Confirmed,No laterality
partner feels {p upper limb nerve lesion},297945000 | Upper limb nerve lesion (disorder),Irrelevant,Confirmed,No laterality
{p keratosis rubra pilaris} risk score,400043005 | Keratosis rubra pilaris (disorder),Irrelevant,Confirmed,No laterality
family hist {p abnormal saccadic eye movement},246767003 | Abnormal saccadic eye movement (disorder),Irrelevant,Confirmed,No laterality
family history of {p thromboarteritis},89135007 | Thromboarteritis (disorder),Irrelevant,Confirmed,No laterality
friend has {p desquamative gingivitis},22208002 | Desquamative gingivitis (disorder),Irrelevant,Confirmed,No laterality
worried about {p primary splenic neutropenia},191338000 | Primary splenic neutropenia (disorder),Irrelevant,Confirmed,No laterality
{p opercular epilepsy} precautions,230400008 | Opercular epilepsy (disorder),Irrelevant,Confirmed,No laterality
grandparent had {p factor xi deficiency},767713001 | Factor XI deficiency (disorder),Irrelevant,Confirmed,No laterality
grandfather had {p indian zoonotic cutaneous leishmaniasis},240643008 | Indian zoonotic cutaneous leishmaniasis (disorder),Irrelevant,Confirmed,No laterality
sibling {p rolland-debuqois syndrome},95243004 | Rolland-Debuqois syndrome (disorder),Irrelevant,Confirmed,No laterality
partner had {p materno-fetal metastatic malignant melanoma},402560002 | Materno-fetal metastatic malignant melanoma (disorder),Irrelevant,Confirmed,No laterality
family history of {p salmeterol adverse reaction},292494001 | Salmeterol adverse reaction (disorder),Irrelevant,Confirmed,No laterality
ddx {p congenital rectovesical fistula},64283009 | Congenital rectovesical fistula (disorder),Irrelevant,Confirmed,No laterality
mother suffers from {p frontal bossing},90145001 | Frontal bossing (disorder),Irrelevant,Confirmed,No laterality
uncle has {p accidental pesticide product poisoning},291701002 | Accidental pesticide product poisoning (disorder),Irrelevant,Confirmed,No laterality
discussion about {p zosteriform reticulate hyperpigmentation},239086004 | Zosteriform reticulate hyperpigmentation (disorder),Irrelevant,Confirmed,No laterality
dept of {p acute duodenitis},715834004 | Acute duodenitis (disorder),Irrelevant,Confirmed,No laterality
concerned about {p delayed cold sensitivity},238689002 | Delayed cold sensitivity (disorder),Irrelevant,Confirmed,No laterality
grandfather has {p thyrotoxicosis},90739004 | Thyrotoxicosis (disorder),Irrelevant,Confirmed,No laterality
family hist {p ticarcillin adverse reaction},292979008 | Ticarcillin adverse reaction (disorder),Irrelevant,Confirmed,No laterality
explained about {p interrupted aortic arch},218728005 | Interrupted aortic arch (disorder),Irrelevant,Confirmed,No laterality
fhx {p epididymo-orchitis with abscess},27141002 | Epididymo-orchitis with abscess (disorder),Irrelevant,Confirmed,No laterality
husbands {p dacryops},71654004 | Dacryops (disorder),Irrelevant,Confirmed,No laterality
explained about {p wagner syndrome},232064001 | Wagner syndrome (disorder),Irrelevant,Confirmed,No laterality
ddx {p headache following lumbar puncture},398987004 | Headache following lumbar puncture (disorder),Irrelevant,Confirmed,No laterality
grandfather suffers from {p retinal pigment epithelial dystrophy},342581000119102 | Retinal pigment epithelial dystrophy (disorder),Irrelevant,Confirmed,No laterality
ddx {p foreign body in ureter},236604003 | Foreign body in ureter (disorder),Irrelevant,Confirmed,No laterality
wifes {p catarrhal tracheitis},50211006 | Catarrhal tracheitis (disorder),Irrelevant,Confirmed,No laterality
family feels {p colitis cystica profunda},40663003 | Colitis cystica profunda (disorder),Irrelevant,Confirmed,No laterality
explained about {p intentional vancomycin poisoning},291520003 | Intentional vancomycin poisoning (disorder),Irrelevant,Confirmed,No laterality
explained about {p deficiency of n-acetylneuraminate lyase},124610008 | Deficiency of N-acetylneuraminate lyase (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p vitamin deficiency related neuropathy},54509008 | Vitamin deficiency related neuropathy (disorder),Irrelevant,Confirmed,No laterality
family had {p osteopenia caused by drug},735616007 | Osteopenia caused by drug (disorder),Irrelevant,Confirmed,No laterality
{p visual impairment} risk score,397540003 | Visual impairment (disorder),Irrelevant,Confirmed,No laterality
"friend has {p degloving injury foot, plantar}","210721003 | Degloving injury foot, plantar (disorder)",Irrelevant,Confirmed,No laterality
relation has {p infestation caused by acarapis},82232002 | Infestation caused by Acarapis (disorder),Irrelevant,Confirmed,No laterality
wifes suffers from {p poisoning caused by azathioprine},16260007 | Poisoning caused by azathioprine (disorder),Irrelevant,Confirmed,No laterality
family hist {p cholinergic dermographism},402412003 | Cholinergic dermographism (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p alimentary edema},360554000 | Alimentary edema (disorder),Irrelevant,Confirmed,No laterality
family history of {p crushing injury of wrist},47814001 | Crushing injury of wrist (disorder),Irrelevant,Confirmed,No laterality
department of {p non-autoimmune hemolytic anemia},191216004 | Non-autoimmune hemolytic anemia (disorder),Irrelevant,Confirmed,No laterality
father feels {p subcorneal pustular dermatosis},25147002 | Subcorneal pustular dermatosis (disorder),Irrelevant,Confirmed,No laterality
dept of {p closed subluxation of coccyx},209201002 | Closed subluxation of coccyx (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p compensatory hyperhidrosis},403378004 | Compensatory hyperhidrosis (disorder),Irrelevant,Confirmed,No laterality
sibling feels {p roselli-gulienetti ectodermal dysplasia},239009008 | Roselli-Gulienetti ectodermal dysplasia (disorder),Irrelevant,Confirmed,No laterality
dad feels {p monocytic leukemoid reaction},29789008 | Monocytic leukemoid reaction (disorder),Irrelevant,Confirmed,No laterality
{p external malleolar torsion} risk assessment,229816000 | External malleolar torsion (disorder),Irrelevant,Confirmed,No laterality
explained about {p stab wound of scalp},283448009 | Stab wound of scalp (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p hemangioma},400210000 | Hemangioma (disorder),Irrelevant,Confirmed,No laterality
{p neoplasm of femur} risk score,126583006 | Neoplasm of femur (disorder),Irrelevant,Confirmed,No laterality
wife has {p postablative testicular hypofunction},190552005 | Postablative testicular hypofunction (disorder),Irrelevant,Confirmed,No laterality
brother had {p hymen tear},237333004 | Hymen tear (disorder),Irrelevant,Confirmed,No laterality
sisters had {p lobotomy syndrome},231453009 | Lobotomy syndrome (disorder),Irrelevant,Confirmed,No laterality
"{p xeroderma pigmentosum, group a} precautions","43477006 | Xeroderma pigmentosum, group A (disorder)",Irrelevant,Confirmed,No laterality
daughter suffers from {p obturation obstruction of intestine},15270002 | Obturation obstruction of intestine (disorder),Irrelevant,Confirmed,No laterality
grandfather had {p aneurysm of renal artery},36184004 | Aneurysm of renal artery (disorder),Irrelevant,Confirmed,No laterality
husbands {p anogenital hidradenitis suppurativa},402827005 | Anogenital hidradenitis suppurativa (disorder),Irrelevant,Confirmed,No laterality
fear of {p rubella pneumonia},1092361000119109 | Rubella pneumonia (disorder),Irrelevant,Confirmed,No laterality
fhx {p stenosis of artery},726490008 | Stenosis of artery (disorder),Irrelevant,Confirmed,No laterality
risk of {p perioophoritis},8258000 | Perioophoritis (disorder),Irrelevant,Confirmed,No laterality
worried {p balancing side occlusal interference},711040002 | Balancing side occlusal interference (disorder),Irrelevant,Confirmed,No laterality
fear of {p enamel caries},80353004 | Enamel caries (disorder),Irrelevant,Confirmed,No laterality
sibling had {p permanent vegetative state},723151005 | Permanent vegetative state (disorder),Irrelevant,Confirmed,No laterality
family hist {p detergent asthma},41553006 | Detergent asthma (disorder),Irrelevant,Confirmed,No laterality
fhx {p pulmonary valve cusp hypoplasia},253585006 | Pulmonary valve cusp hypoplasia (disorder),Irrelevant,Confirmed,No laterality
father had {p oral mucosal herpes},235058001 | Oral mucosal herpes (disorder),Irrelevant,Confirmed,No laterality
son {p dubowitz's syndrome},2593002 | Dubowitz's syndrome (disorder),Irrelevant,Confirmed,No laterality
grandmother suffers from {p benign neoplasm of pylorus},92311006 | Benign neoplasm of pylorus (disorder),Irrelevant,Confirmed,No laterality
discussed {p abscess of scalp},31399009 | Abscess of scalp (disorder),Irrelevant,Confirmed,No laterality
fhx {p neonatal nutritional zinc deficiency},870357003 | Neonatal nutritional zinc deficiency (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p adenoviral bronchiolitis},13089009 | Adenoviral bronchiolitis (disorder),Irrelevant,Confirmed,No laterality
