text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
no evidence of {p benign chondroblastoma of bone},101391000119100 | Benign chondroblastoma of bone (disorder),Present,Negated,No laterality
absence of {p abscess of parietal lobe},838392002 | Abscess of parietal lobe (disorder),Present,Negated,No laterality
no evidence of {p superficial nonerosive nonspecific gastritis},35223008 | Superficial nonerosive nonspecific gastritis (disorder),Present,Negated,No laterality
without {p villous adenoma of duodenum},15641141000119100 | Villous adenoma of duodenum (disorder),Present,Negated,No laterality
without mention of {p multiple intracranial pyogenic abscesses},230211002 | Multiple intracranial pyogenic abscesses (disorder),Present,Negated,No laterality
absent {p accidental chlorambucil poisoning},290595008 | Accidental chlorambucil poisoning (disorder),Present,Negated,No laterality
{p anti-protein antibody deficiency} excluded,234562007 | Anti-protein antibody deficiency (disorder),Present,Negated,No laterality
{p bacillus calmette-guerin ulcer} not present,238432007 | Bacillus Calmette-Guerin ulcer (disorder),Present,Negated,No laterality
{p breast infection} none,198108005 | Breast infection (disorder),Present,Negated,No laterality
unlikely {p drug-induced nephrogenic diabetes insipidus},118951003 | Drug-induced nephrogenic diabetes insipidus (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p lower half migraine},26150009 | Lower half migraine (disorder),Present,Negated,No laterality
{p deficiency of adenylate kinase} negative,124340003 | Deficiency of adenylate kinase (disorder),Present,Negated,No laterality
no {p cyst of semilunar cartilage},78187008 | Cyst of semilunar cartilage (disorder),Present,Negated,No laterality
free from {p chronic trichobezoar formation},111352008 | Chronic trichobezoar formation (disorder),Present,Negated,No laterality
{p hyperopia of bilateral eyes} negative,345791000119100 | Hyperopia of bilateral eyes (disorder),Present,Negated,Bilateral
lack of {p analgesic nephropathy},59400006 | Analgesic nephropathy (disorder),Present,Negated,No laterality
{p scald of skin} ruled out,423858006 | Scald of skin (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p subacute exudative otitis media},28795002 | Subacute exudative otitis media (disorder),Present,Negated,No laterality
neg {p tracheobronchial disorder},233776003 | Tracheobronchial disorder (disorder),Present,Negated,No laterality
{p cystic fibrosis of pancreas} none,235978006 | Cystic fibrosis of pancreas (disorder),Present,Negated,No laterality
without mention of {p retinitis of right eye},15685801000119101 | Retinitis of right eye (disorder),Present,Negated,Right
{p vulval warts} not present,237109002 | Vulval warts (disorder),Present,Negated,No laterality
{p intentional rifampin overdose} none,296793009 | Intentional rifampin overdose (disorder),Present,Negated,No laterality
{p supracondylar fracture of humerus} not present,263193000 | Supracondylar fracture of humerus (disorder),Present,Negated,No laterality
{p adhesions of biliary tree} none,235927004 | Adhesions of biliary tree (disorder),Present,Negated,No laterality
{p electric chorea} not present,61337004 | Electric chorea (disorder),Present,Negated,No laterality
no {p ruptured spinal arteriovenous malformation},277301002 | Ruptured spinal arteriovenous malformation (disorder),Present,Negated,No laterality
neg {p diverticulitis of cecum},430347001 | Diverticulitis of cecum (disorder),Present,Negated,No laterality
{p acute alcoholic liver disease} excluded,9953008 | Acute alcoholic liver disease (disorder),Present,Negated,No laterality
no {p diastolic heart failure},418304008 | Diastolic heart failure (disorder),Present,Negated,No laterality
{p straight hair nevus} neg,239123007 | Straight hair nevus (disorder),Present,Negated,No laterality
{p strachan's syndrome} none,75834006 | Strachan's syndrome (disorder),Present,Negated,No laterality
{p abscess of female pelvis} excluded,43522000 | Abscess of female pelvis (disorder),Present,Negated,No laterality
{p acquired nasolacrimal duct obstruction} no,314861002 | Acquired nasolacrimal duct obstruction (disorder),Present,Negated,No laterality
{p adenia species poisoning} none,90112001 | Adenia species poisoning (disorder),Present,Negated,No laterality
{p poisoning caused by cassava} ruled out,723886005 | Poisoning caused by cassava (disorder),Present,Negated,No laterality
{p atypical fracture of femur} no,890095006 | Atypical fracture of femur (disorder),Present,Negated,No laterality
didnt {p chronic serous otitis media},81564005 | Chronic serous otitis media (disorder),Present,Negated,No laterality
negative {p agenesis of esophagus},1003569002 | Agenesis of esophagus (disorder),Present,Negated,No laterality
{p congenital anomaly of esophagus} ruled out,69771008 | Congenital anomaly of esophagus (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p accidental dexamethasone overdose},296846007 | Accidental dexamethasone overdose (disorder),Present,Negated,No laterality
{p severe obesity} negative,83911000119104 | Severe obesity (disorder),Present,Negated,No laterality
negative {p infective dermatitis of eyelid},27023008 | Infective dermatitis of eyelid (disorder),Present,Negated,No laterality
{p peroneus brevis tenosynovitis} none,202923005 | Peroneus brevis tenosynovitis (disorder),Present,Negated,No laterality
{p double renal pelvis} excluded,14178006 | Double renal pelvis (disorder),Present,Negated,No laterality
absent {p ifosfamide overdose},295628008 | Ifosfamide overdose (disorder),Present,Negated,No laterality
denied {p acacia berlandieri poisoning},57256002 | Acacia berlandieri poisoning (disorder),Present,Negated,No laterality
{p permanent junctional reciprocating tachycardia} no,233904005 | Permanent junctional reciprocating tachycardia (disorder),Present,Negated,No laterality
{p absent bridging vein} absent,253312004 | Absent bridging vein (disorder),Present,Negated,No laterality
absence of {p chondroradionecrosis of larynx},473439008 | Chondroradionecrosis of larynx (disorder),Present,Negated,No laterality
{p benign neoplasm of penis} no,92286008 | Benign neoplasm of penis (disorder),Present,Negated,No laterality
{p heterophil-positive mononucleosis syndrome} no,61596005 | Heterophil-positive mononucleosis syndrome (disorder),Present,Negated,No laterality
{p genetic anomaly of leukocyte} negative,47986005 | Genetic anomaly of leukocyte (disorder),Present,Negated,No laterality
{p episcleritis periodica fugax} negative,31166000 | Episcleritis periodica fugax (disorder),Present,Negated,No laterality
{p carcinosarcoma of corpus uteri} no,764952009 | Carcinosarcoma of corpus uteri (disorder),Present,Negated,No laterality
{p coccidiosis} neg,62005008 | Coccidiosis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p lennox-gastaut syndrome},230418006 | Lennox-Gastaut syndrome (disorder),Present,Negated,No laterality
absence of {p subacute contact mucositis},109260000 | Subacute contact mucositis (disorder),Present,Negated,No laterality
absence of {p intractable plantar keratoma},238459004 | Intractable plantar keratoma (disorder),Present,Negated,No laterality
{p chronic brain syndrome} negative,78689005 | Chronic brain syndrome (disorder),Present,Negated,No laterality
no evidence of {p chronic lead nephropathy},236454004 | Chronic lead nephropathy (disorder),Present,Negated,No laterality
no evidence of {p steroid-induced hyperglycemia},708122002 | Steroid-induced hyperglycemia (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p lymphovenous edema},445472003 | Lymphovenous edema (disorder),Present,Negated,No laterality
{p drug-induced tic} excluded,230334008 | Drug-induced tic (disorder),Present,Negated,No laterality
{p infection caused by aelurostrongylus} not detected,7645009 | Infection caused by Aelurostrongylus (disorder),Present,Negated,No laterality
{p conjunctival hemorrhage} not present,21117005 | Conjunctival hemorrhage (disorder),Present,Negated,No laterality
without mention of {p tuberculous epididymo-orchitis},236770001 | Tuberculous epididymo-orchitis (disorder),Present,Negated,No laterality
didnt {p deficiency of gluconokinase},124307007 | Deficiency of gluconokinase (disorder),Present,Negated,No laterality
no evidence of {p foreign body in appendix},211637007 | Foreign body in appendix (disorder),Present,Negated,No laterality
{p 7p21.1 deletion syndrome} absent,890127007 | 7p21.1 deletion syndrome (disorder),Present,Negated,No laterality
{p cervical spinal meningocele} neg,203980004 | Cervical spinal meningocele (disorder),Present,Negated,No laterality
no {p b-cell hodgkin's lymphoma},1091891000000106 | B-cell Hodgkin's lymphoma (disorder),Present,Negated,No laterality
free from {p subclavian artery thrombosis},297154003 | Subclavian artery thrombosis (disorder),Present,Negated,No laterality
without mention of {p tenosynovitis of foot},202908000 | Tenosynovitis of foot (disorder),Present,Negated,No laterality
{p bagassosis} ruled out,67242002 | Bagassosis (disorder),Present,Negated,No laterality
{p infection caused by fimbriaria} ruled out,60197002 | Infection caused by Fimbriaria (disorder),Present,Negated,No laterality
no {p primary necrotizing systemic vasculitis},239924002 | Primary necrotizing systemic vasculitis (disorder),Present,Negated,No laterality
no {p accidental tetracycline overdose},296767002 | Accidental tetracycline overdose (disorder),Present,Negated,No laterality
{p implanted defibrillator electrode infection} not present,234230005 | Implanted defibrillator electrode infection (disorder),Present,Negated,No laterality
no {p dog bite of perineum},283764002 | Dog bite of perineum (disorder),Present,Negated,No laterality
{p bilateral chronic serous otitis} absent,194248004 | Bilateral chronic serous otitis (disorder),Present,Negated,Bilateral
no {p carbuncle of lower limb},302016005 | Carbuncle of lower limb (disorder),Present,Negated,No laterality
{p accidental citalopram poisoning} no,290902005 | Accidental citalopram poisoning (disorder),Present,Negated,No laterality
unlikely {p purulent endophthalmitis},41720003 | Purulent endophthalmitis (disorder),Present,Negated,No laterality
{p resorption of mandibular condyle} negative,736648002 | Resorption of mandibular condyle (disorder),Present,Negated,No laterality
{p acute osteomyelitis of patella} excluded,203171000 | Acute osteomyelitis of patella (disorder),Present,Negated,No laterality
no {p phenylurea compound toxicity},45185006 | Phenylurea compound toxicity (disorder),Present,Negated,No laterality
{p generalized periodontitis} absent,787447005 | Generalized periodontitis (disorder),Present,Negated,No laterality
no {p lichenoid chronic graft-versus-host disease},402357008 | Lichenoid chronic graft-versus-host disease (disorder),Present,Negated,No laterality
{p hypocomplementemic urticarial vasculitis} absent,239945009 | Hypocomplementemic urticarial vasculitis (disorder),Present,Negated,No laterality
{p convexal subarachnoid hemorrhage} negative,703217005 | Convexal subarachnoid hemorrhage (disorder),Present,Negated,No laterality
{p anogenital warts} neg,240542006 | Anogenital warts (disorder),Present,Negated,No laterality
no {p pseudo meigs syndrome},783138008 | Pseudo Meigs syndrome (disorder),Present,Negated,No laterality
absent {p agenesis of radius},1003549007 | Agenesis of radius (disorder),Present,Negated,No laterality
{p injury of systemic artery} ruled out,285708004 | Injury of systemic artery (disorder),Present,Negated,No laterality
denies {p adenoviral laryngotracheobronchitis},71255007 | Adenoviral laryngotracheobronchitis (disorder),Present,Negated,No laterality
no {p ophthalmoplegic migraine},49605003 | Ophthalmoplegic migraine (disorder),Present,Negated,No laterality
