text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
suspect {p tear of iris root},231953004 | Tear of iris root (disorder),Present,Suspected,No laterality
quer {p acute pneumococcal pericarditis},194916007 | Acute pneumococcal pericarditis (disorder),Present,Suspected,No laterality
prob {p hyposmolality syndrome},275850001 | Hyposmolality syndrome (disorder),Present,Suspected,No laterality
maybe {p schistosoma haematobium infection},60979006 | Schistosoma haematobium infection (disorder),Present,Suspected,No laterality
quer {p disseminated pseudallescheriosis},240777009 | Disseminated pseudallescheriosis (disorder),Present,Suspected,No laterality
maybe {p accidental gold salt overdose},296500000 | Accidental gold salt overdose (disorder),Present,Suspected,No laterality
probable {p open division iliofemoral ligament},209690004 | Open division iliofemoral ligament (disorder),Present,Suspected,No laterality
possibly {p fibrosis of pleura},442110002 | Fibrosis of pleura (disorder),Present,Suspected,No laterality
possibly {p avulsion of spleen},262821002 | Avulsion of spleen (disorder),Present,Suspected,No laterality
probably {p transient hypothyroxinemia},276629001 | Transient hypothyroxinemia (disorder),Present,Suspected,No laterality
may {p coronary artery stenosis},233970002 | Coronary artery stenosis (disorder),Present,Suspected,No laterality
could be {p carnitine palmitoyltransferase ii deficiency},238002005 | Carnitine palmitoyltransferase II deficiency (disorder),Present,Suspected,No laterality
suspected {p intraperitoneal pregnancy},17285009 | Intraperitoneal pregnancy (disorder),Present,Suspected,No laterality
probably {p temporal lobectomy behavior syndrome},10651001 | Temporal lobectomy behavior syndrome (disorder),Present,Suspected,No laterality
could be {p hypoplasia of radius},205170001 | Hypoplasia of radius (disorder),Present,Suspected,No laterality
sus {p wood splinter in hip},283306001 | Wood splinter in hip (disorder),Present,Suspected,No laterality
suspect {p dysplasia of vocal cord},308131007 | Dysplasia of vocal cord (disorder),Present,Suspected,No laterality
susp {p supraglottitis},709663002 | Supraglottitis (disorder),Present,Suspected,No laterality
exclude {p aprotinin adverse reaction},293352006 | Aprotinin adverse reaction (disorder),Present,Suspected,No laterality
likely {p pagetoid reticulosis},404119000 | Pagetoid reticulosis (disorder),Present,Suspected,No laterality
exclude {p hemicrania continua},443095000 | Hemicrania continua (disorder),Present,Suspected,No laterality
quer {p vaginal dryness on intercourse},248766002 | Vaginal dryness on intercourse (disorder),Present,Suspected,No laterality
suspicion of {p stenosis of bladder neck},205000002 | Stenosis of bladder neck (disorder),Present,Suspected,No laterality
{p ectopic parathyroid adenoma} suspected,128475008 | Ectopic parathyroid adenoma (disorder),Present,Suspected,No laterality
probably {p end-position nystagmus},29356006 | End-position nystagmus (disorder),Present,Suspected,No laterality
may be {p malignant tumor of oropharynx},363392002 | Malignant tumor of oropharynx (disorder),Present,Suspected,No laterality
susp {p sudden sensorineural hearing loss},715239002 | Sudden sensorineural hearing loss (disorder),Present,Suspected,No laterality
{p encephalomyelitis caused by bacterium} suspected,860841006 | Encephalomyelitis caused by bacterium (disorder),Present,Suspected,No laterality
{p stucco keratosis} suspected,403869001 | Stucco keratosis (disorder),Present,Suspected,No laterality
suspicion of {p adenocarcinoma in adenomatous polyp},29421000119105 | Adenocarcinoma in adenomatous polyp (disorder),Present,Suspected,No laterality
poss {p deficiency of amidophosphoribosyltransferase},124280005 | Deficiency of amidophosphoribosyltransferase (disorder),Present,Suspected,No laterality
query {p radiation chimera},44215001 | Radiation chimera (disorder),Present,Suspected,No laterality
suspect {p duodenorenal fistula},45743004 | Duodenorenal fistula (disorder),Present,Suspected,No laterality
{p charcot-marie-tooth disease type 4a} suspected,715796006 | Charcot-Marie-Tooth disease type 4A (disorder),Present,Suspected,No laterality
sus {p x-linked dystonia parkinsonism},698279003 | X-linked dystonia parkinsonism (disorder),Present,Suspected,No laterality
probably {p congenital thickening of rib},93407006 | Congenital thickening of rib (disorder),Present,Suspected,No laterality
likely {p hernia of ovary},10661008 | Hernia of ovary (disorder),Present,Suspected,No laterality
pos {p hypertrophic obstructive cardiomyopathy},45227007 | Hypertrophic obstructive cardiomyopathy (disorder),Present,Suspected,No laterality
possibly {p acute ventricular septal rupture},371817007 | Acute ventricular septal rupture (disorder),Present,Suspected,No laterality
"pos {p xeroderma pigmentosum, group e}","56048001 | Xeroderma pigmentosum, group E (disorder)",Present,Suspected,No laterality
suspect {p cardiovascular injury},282728007 | Cardiovascular injury (disorder),Present,Suspected,No laterality
? {p thrombosis of seminal vesicle},36826002 | Thrombosis of seminal vesicle (disorder),Present,Suspected,No laterality
likely {p coumarin overdose},296930003 | Coumarin overdose (disorder),Present,Suspected,No laterality
susp {p paraneoplastic optic neuropathy},418856006 | Paraneoplastic optic neuropathy (disorder),Present,Suspected,No laterality
probable {p acute mucositis},109262008 | Acute mucositis (disorder),Present,Suspected,No laterality
susp {p adenocarcinoma of pelvis},423746001 | Adenocarcinoma of pelvis (disorder),Present,Suspected,No laterality
query {p hilar lymphadenopathy},87500009 | Hilar lymphadenopathy (disorder),Present,Suspected,No laterality
exclude {p right atrial incisional tachycardia},418493005 | Right atrial incisional tachycardia (disorder),Present,Suspected,No laterality
suspected {p oculodentodigital syndrome},38215007 | Oculodentodigital syndrome (disorder),Present,Suspected,No laterality
likely {p amaranthus retroflexus poisoning},83681002 | Amaranthus retroflexus poisoning (disorder),Present,Suspected,No laterality
could be {p accessory tragus},204245004 | Accessory tragus (disorder),Present,Suspected,No laterality
could be {p strangulated paraumbilical hernia},313359006 | Strangulated paraumbilical hernia (disorder),Present,Suspected,No laterality
sus {p incomplete legal abortion},267193004 | Incomplete legal abortion (disorder),Present,Suspected,No laterality
possible {p homozygous alpha thalassemia},234383000 | Homozygous alpha thalassemia (disorder),Present,Suspected,No laterality
probably {p nasopharyngeal encephalocele},253107007 | Nasopharyngeal encephalocele (disorder),Present,Suspected,No laterality
query {p combined melanocytic nevus},402552003 | Combined melanocytic nevus (disorder),Present,Suspected,No laterality
pos {p non-infectious disorder of lymphatics},105983000 | Non-infectious disorder of lymphatics (disorder),Present,Suspected,No laterality
may be {p abrasion of genitalia},283061002 | Abrasion of genitalia (disorder),Present,Suspected,No laterality
maybe {p erythromelalgia},37151006 | Erythromelalgia (disorder),Present,Suspected,No laterality
exclude {p alcohol-induced epilepsy},361268000 | Alcohol-induced epilepsy (disorder),Present,Suspected,No laterality
? {p cognitive communication disorder},716635007 | Cognitive communication disorder (disorder),Present,Suspected,No laterality
{p laceration of liver} suspected,262802005 | Laceration of liver (disorder),Present,Suspected,No laterality
pos {p acquired brugada syndrome},789693005 | Acquired Brugada syndrome (disorder),Present,Suspected,No laterality
suspected {p accidental misoprostol overdose},295347003 | Accidental misoprostol overdose (disorder),Present,Suspected,No laterality
? {p fragmented coronoid process},370529001 | Fragmented coronoid process (disorder),Present,Suspected,No laterality
suspicious {p accidental aspirin overdose},295136003 | Accidental aspirin overdose (disorder),Present,Suspected,No laterality
may be {p kleefstra syndrome},724207001 | Kleefstra syndrome (disorder),Present,Suspected,No laterality
prob {p acute transient psychotic disorder},231489001 | Acute transient psychotic disorder (disorder),Present,Suspected,No laterality
could be {p transitory neonatal hypoglycemia},276561008 | Transitory neonatal hypoglycemia (disorder),Present,Suspected,No laterality
probable {p disorder of lacrimal gland},95766002 | Disorder of lacrimal gland (disorder),Present,Suspected,No laterality
suspicion of {p bone in pharynx},285338008 | Bone in pharynx (disorder),Present,Suspected,No laterality
{p lymphocytic gastritis} suspected,360375007 | Lymphocytic gastritis (disorder),Present,Suspected,No laterality
{p bilateral chronic serous otitis} suspected,194248004 | Bilateral chronic serous otitis (disorder),Present,Suspected,Bilateral
pos {p idiopathic hydronephrosis},373651000 | Idiopathic hydronephrosis (disorder),Present,Suspected,No laterality
exclude {p infection caused by ichthyophthirius},26152001 | Infection caused by Ichthyophthirius (disorder),Present,Suspected,No laterality
sus {p foot mark},276472000 | Foot mark (disorder),Present,Suspected,No laterality
poss {p laceration of duodenum},262850009 | Laceration of duodenum (disorder),Present,Suspected,No laterality
? {p hypertrophic periostitis of yaws},54549000 | Hypertrophic periostitis of yaws (disorder),Present,Suspected,No laterality
possible {p neutrophil secondary granule deficiency},234588005 | Neutrophil secondary granule deficiency (disorder),Present,Suspected,No laterality
possible {p adrenomyodystrophy},763311001 | Adrenomyodystrophy (disorder),Present,Suspected,No laterality
may {p paramyotonia congenita},41574007 | Paramyotonia congenita (disorder),Present,Suspected,No laterality
exclude {p post-dysenteric arthropathy},56528004 | Post-dysenteric arthropathy (disorder),Present,Suspected,No laterality
sus {p postoperative hypovolemic shock},213258001 | Postoperative hypovolemic shock (disorder),Present,Suspected,No laterality
suspicious {p idiopathic scoliosis},203639008 | Idiopathic scoliosis (disorder),Present,Suspected,No laterality
quer {p acquired pyloric constriction},196760001 | Acquired pyloric constriction (disorder),Present,Suspected,No laterality
{p postoperative hypovolemic shock} suspected,213258001 | Postoperative hypovolemic shock (disorder),Present,Suspected,No laterality
probable {p kyphorachitic pelvis},71742005 | Kyphorachitic pelvis (disorder),Present,Suspected,No laterality
may {p ulcer of duodenum},51868009 | Ulcer of duodenum (disorder),Present,Suspected,No laterality
sus {p postpartum pre-existing essential hypertension},40511000119107 | Postpartum pre-existing essential hypertension (disorder),Present,Suspected,No laterality
sus {p fetal clubfoot},63051000119101 | Fetal clubfoot (disorder),Present,Suspected,No laterality
suspect {p incomplete ossification of ulna},93610006 | Incomplete ossification of ulna (disorder),Present,Suspected,No laterality
may be {p idiopathic syringomyelia},725001004 | Idiopathic syringomyelia (disorder),Present,Suspected,No laterality
{p alveolar periostitis} suspected,251331003 | Alveolar periostitis (disorder),Present,Suspected,No laterality
likely {p cefpirome overdose},296748001 | Cefpirome overdose (disorder),Present,Suspected,No laterality
{p apolipoprotein a-i deficiency} suspected,238095002 | Apolipoprotein A-I deficiency (disorder),Present,Suspected,No laterality
{p onchocercal lichenification} suspected,240840008 | Onchocercal lichenification (disorder),Present,Suspected,No laterality
exclude {p incomplete hydatidiform mole},237250000 | Incomplete hydatidiform mole (disorder),Present,Suspected,No laterality
sus {p congenital hypoplasia of femur},93255008 | Congenital hypoplasia of femur (disorder),Present,Suspected,No laterality
